Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Brain-Vascular-Propofol-Concentration(ug/mL)	Fat-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Fat-Vascular-Propofol-Concentration(ug/mL)	LeftKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Propofol-Concentration(ug/mL)	RightKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Propofol-Concentration(ug/mL)	Liver-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Liver-Vascular-Propofol-Concentration(ug/mL)	Propofol-MassInBody(ug)	Propofol-PlasmaConcentration(ug/mL)	Propofol-RemainingSystemicMassCleared(ug)	Propofol-Kidneys-PartitionCoefficient	Propofol-Brain-PartitionCoefficient	Propofol-RightLung-PartitionCoefficient	Propofol-LeftLung-PartitionCoefficient	Propofol-Liver-PartitionCoefficient	Propofol-Bone-PartitionCoefficient	Propofol-Fat-PartitionCoefficient	Propofol-Skin-PartitionCoefficient	Propofol-Muscle-PartitionCoefficient	Propofol-Spleen-PartitionCoefficient	Propofol-Gut-PartitionCoefficient	Propofol-Myocardium-PartitionCoefficient	Propofol-Liver-MassCleared(ug)	Propofol-Liver-MassExcreted(ug)	Propofol-Kidneys-MassCleared(ug)	Propofol-Kidneys-MassExcreted(ug)	
250.756	78467.8	85.7143	66.9459	5141.18	34086.9	92.4649	90.6296	107.144	69.1137	5738.22	737.894	5.35384	5.78257	0	0.362173	0.310206	0	2361.25	0.0367687	0	11.0537	0.774662	37.0749	33.0855	199909	1200.85	1.2257	0.0400333	0.0400333	174.969	135.542	20.9457	47.5177	19.9881	47.748	1033.23	21.8016	48.238	1033.23	21.6778	48.1908	174.097	37.9904	2.51041	0	2.51041	0	0.294825	1.20951	0	0.83961	12.1997	1.77436	2.23802	1.84824	0	3.67945	0	3.67945	11.4088	1.17169	193980	4.0041	5641.05	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	72.8415	306.039	0	nan
251.767	78467.8	85.7143	66.9253	5141.01	34087	71.4341	90.6491	107.161	69.13	5736.45	737.894	5.23431	5.78182	0	0.363931	0.311275	0	2361.25	0.0367687	0	11.0537	0.772684	37.0751	33.0856	141230	685.103	0.921071	0.0400333	0.0400333	173.668	134.19	20.9989	47.7533	19.8824	47.7874	1033.23	21.7009	48.1489	1033.23	21.5776	48.1121	174.097	37.9904	2.50941	0	2.50941	0	0.261681	-0.7434	0	0.839016	12.2165	1.76941	2.24156	1.84476	0	3.6788	0	3.6788	11.4257	1.16907	193973	3.9865	5645.89	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	73.3186	307.852	0	nan
252.778	78467.8	85.7143	66.8846	5140.87	34087.2	104.782	90.6882	107.196	69.1623	5732.97	737.894	5.33867	5.78035	0	0.360375	0.310931	0	2361.25	0.0367687	0	11.0537	0.774863	37.0753	33.0856	200308	1743.81	1.0835	0.0400333	0.0400333	175.124	135.697	20.8719	47.503	19.799	47.8823	1033.23	21.5944	48.2489	1033.23	21.4707	48.2281	174.097	37.9904	2.50975	0	2.50975	0	0.308681	0.950983	0	0.839241	12.2352	1.77129	2.24546	1.84176	0	3.675	0	3.675	11.4429	1.16785	193966	3.99314	5650.73	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	73.7964	309.702	0	nan
253.789	78467.8	85.7143	66.8648	5140.68	34087.4	77.8085	90.7076	107.214	69.1782	5731.27	737.894	5.26229	5.77964	0	0.357144	0.311359	0	2361.25	0.0367687	0	11.0537	0.772563	37.0755	33.0857	165173	784.219	1.06117	0.0400333	0.0400333	173.608	134.124	20.7521	47.6503	19.7089	47.8195	1033.23	21.4947	48.0895	1033.23	21.3714	48.0666	174.097	37.9904	2.50906	0	2.50906	0	0.28156	-1.5712	0	0.838619	12.2531	1.76481	2.24921	1.838	0	3.66559	0	3.66559	11.46	1.16582	193959	3.9748	5655.56	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	74.275	311.542	0	nan
254.8	78467.8	85.7143	66.8259	5140.55	34087.5	106.481	90.746	107.249	69.21	5727.93	737.894	5.29172	5.77824	0	0.35683	0.312169	0	2361.25	0.0367687	0	11.0537	0.775278	37.0757	33.0857	163010	1982.07	0.917677	0.0400333	0.0400333	175.423	136.002	20.7423	47.9125	19.5935	47.9284	1033.23	21.3874	48.2535	1033.23	21.2645	48.247	174.097	37.9904	2.50894	0	2.50894	0	0.302716	-0.960773	0	0.838623	12.2702	1.76712	2.25278	1.83534	0	3.67964	0	3.67964	11.4768	1.16379	193952	3.97493	5660.38	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	74.7542	313.365	0	nan
255.811	78467.8	85.7143	66.8067	5140.36	34087.7	85.7841	90.7651	107.266	69.2256	5726.29	737.894	5.30158	5.77756	0	0.354143	0.311274	0	2361.25	0.0367687	0	11.0537	0.772406	37.0759	33.0858	188176	971.416	1.19414	0.0400333	0.0400333	173.525	134.032	20.5925	47.3803	19.4632	47.8543	1033.23	21.2895	48.036	1033.23	21.1678	48.0153	174.097	37.9904	2.50882	0	2.50882	0	0.309613	-0.0421694	0	0.838256	12.2891	1.7606	2.25675	1.83147	0	3.65281	0	3.65281	11.494	1.16247	193944	3.96417	5665.19	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	75.2342	315.232	0	nan
256.822	78467.8	85.7143	66.7687	5140.21	34087.8	80.5879	90.8024	107.3	69.2563	5723.03	737.894	5.24501	5.77619	0	0.354114	0.325237	0	2361.25	0.0367687	0	11.0537	0.772042	37.0761	33.0859	130236	915.675	0.779761	0.0400333	0.0400333	173.298	133.793	20.634	52.2714	19.4063	47.978	1033.23	21.182	48.1927	1033.23	21.0598	48.1883	174.097	37.9904	2.50818	0	2.50818	0	0.255288	-2.7455	0	0.837807	12.3053	1.75801	2.26013	1.82847	0	3.67801	0	3.67801	11.5105	1.15974	193937	3.95108	5669.99	160.384	420.468	39.2658	39.2658	263.242	460.243	595.545	200.649	161.796	165.691	333.622	104.854	75.7148	317.041	0	nan
257.833	78467.8	85.7143	66.7498	5140.04	34088	95.9841	90.8208	107.316	69.2714	5721.41	737.894	5.345	5.77551	0	0.351889	0.311018	0	2361.25	0.0367687	0	11.0537	0.772279	37.0763	33.0859	205483	1343.95	1.16002	0.0400333	0.0400333	173.462	133.961	20.5476	47.2355	19.252	47.9442	1033.23	21.0763	48.2453	1033.23	20.9545	48.2435	174.097	37.9904	2.50861	0	2.50861	0	0.289573	1.36748	0	0.837935	12.3247	1.75704	2.26418	1.8252	0	3.64159	0	3.64159	11.5277	1.15897	193930	3.95481	5674.78	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	76.1962	318.919	0	nan
258.844	78467.8	85.7143	66.731	5139.86	34088.2	73.4007	90.8391	107.333	69.2864	5719.8	737.894	5.22334	5.77482	0	0.349776	0.312055	0	2361.25	0.0367687	0	11.0537	0.770323	37.0765	33.086	148902	712.512	0.965899	0.0400333	0.0400333	172.198	132.648	20.4962	47.5618	19.1703	47.9484	1033.23	20.9747	48.1743	1033.23	20.8539	48.1703	174.097	37.9904	2.50759	0	2.50759	0	0.25666	-0.965475	0	0.83732	12.3415	1.75182	2.26771	1.82184	0	3.64021	0	3.64021	11.5444	1.15661	193923	3.93697	5679.57	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	76.6783	320.75	0	nan
259.856	78467.8	85.7143	66.6934	5139.72	34088.3	106.707	90.875	107.365	69.3159	5716.57	737.894	5.30618	5.77345	0	0.347172	0.312088	0	2361.25	0.0367687	0	11.0537	0.7726	37.0767	33.086	192689	1860.99	1.04827	0.0400333	0.0400333	173.694	134.196	20.3197	47.4105	19.0655	48.0498	1033.23	20.8678	48.3254	1033.23	20.7474	48.3308	174.097	37.9904	2.50779	0	2.50779	0	0.313451	0.497047	0	0.837526	12.3595	1.75397	2.27146	1.81915	0	3.64103	0	3.64103	11.5612	1.15522	193916	3.94294	5684.35	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	77.1611	322.602	0	nan
260.867	78467.8	85.7143	66.6746	5139.52	34088.5	80.1979	90.8926	107.381	69.3304	5714.97	737.894	5.25449	5.77277	0	0.345913	0.311948	0	2361.25	0.0367687	0	11.0537	0.770203	37.0769	33.0861	173010	831.634	1.10659	0.0400333	0.0400333	172.141	132.584	20.3123	47.2778	18.955	47.9852	1033.23	20.7687	48.1661	1033.23	20.6486	48.1602	174.097	37.9904	2.50726	0	2.50726	0	0.291027	-1.92172	0	0.836953	12.3774	1.74743	2.27522	1.81554	0	3.62739	0	3.62739	11.578	1.15349	193909	3.92639	5689.11	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	77.6445	324.461	0	nan
261.878	78467.8	85.7143	66.6375	5139.39	34088.6	103.958	90.9271	107.412	69.3589	5711.78	737.894	5.25969	5.7714	0	0.343088	0.313847	0	2361.25	0.0367687	0	11.0537	0.773221	37.0771	33.0861	148894	1892.46	0.858497	0.0400333	0.0400333	174.125	134.637	20.1814	47.9174	18.9152	48.0994	1033.23	20.6621	48.3522	1033.23	20.5421	48.3596	174.097	37.9904	2.50699	0	2.50699	0	0.284731	-1.8627	0	0.836842	12.3939	1.74935	2.27865	1.81307	0	3.65016	0	3.65016	11.5944	1.15132	193902	3.92319	5693.87	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	78.1287	326.288	0	nan
262.889	78467.8	85.7143	66.6189	5139.19	34088.8	88.7401	90.944	107.427	69.373	5710.19	737.894	5.29734	5.77071	0	0.340918	0.311771	0	2361.25	0.0367687	0	11.0537	0.770061	37.0773	33.0862	194423	1060.42	1.2271	0.0400333	0.0400333	172.07	132.504	20.0937	47.1364	18.7901	48.0224	1033.23	20.5636	48.1862	1033.23	20.4448	48.1771	174.097	37.9904	2.50705	0	2.50705	0	0.311171	7.16962	0	0.836621	12.4129	1.74354	2.28261	1.80946	0	3.61527	0	3.61527	11.6113	1.15026	193895	3.91686	5698.62	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	78.6136	328.171	0	nan
263.9	78467.8	85.7143	66.6004	5139.03	34089	69.621	90.9609	107.442	69.3871	5708.61	737.894	5.2133	5.77002	0	0.339155	0.312655	0	2361.25	0.0367687	0	11.0537	0.768065	37.0775	33.0863	135809	665.787	0.807034	0.0400333	0.0400333	170.801	131.186	20.0319	47.4326	18.6743	48.1496	1033.23	20.4579	48.3062	1033.23	20.3388	48.3082	174.097	37.9904	2.50623	0	2.50623	0	0.236117	-1.71699	0	0.836076	12.4289	1.73929	2.28597	1.80642	0	3.61543	0	3.61543	11.6277	1.14765	193888	3.90128	5703.37	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	79.0991	329.997	0	nan
264.911	78467.8	85.7143	66.5635	5138.87	34089.1	99.774	90.9942	107.472	69.4151	5705.44	737.894	5.32124	5.76866	0	0.335545	0.311456	0	2361.25	0.0367687	0	11.0537	0.769995	37.0777	33.0863	207103	1514.57	1.11878	0.0400333	0.0400333	172.048	132.476	19.8955	46.9921	18.6066	48.1722	1033.23	20.352	48.4112	1033.23	20.233	48.417	174.097	37.9904	2.50665	0	2.50665	0	0.295543	1.49293	0	0.836331	12.4477	1.74042	2.28988	1.80362	0	3.60574	0	3.60574	11.6444	1.14685	193880	3.90854	5708.1	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	79.5854	331.879	0	nan
265.922	78467.8	85.7143	66.5451	5138.67	34089.3	75.4648	91.0107	107.487	69.4292	5703.86	737.894	5.21405	5.76798	0	0.333769	0.312607	0	2361.25	0.0367687	0	11.0537	0.767982	37.0779	33.0864	156659	744.283	1.01115	0.0400333	0.0400333	170.768	131.147	19.8442	47.3841	18.4924	48.1155	1033.23	20.2524	48.3193	1033.23	20.1333	48.3193	174.097	37.9904	2.50575	0	2.50575	0	0.26253	-1.20857	0	0.835695	12.4646	1.73489	2.29343	1.80035	0	3.60299	0	3.60299	11.6609	1.14475	193873	3.89048	5712.83	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	80.0724	333.729	0	nan
266.933	78467.8	85.7143	66.5085	5138.53	34089.5	107.518	91.0436	107.516	69.4572	5700.73	737.894	5.27475	5.76664	0	0.330299	0.312841	0	2361.25	0.0367687	0	11.0537	0.770343	37.0781	33.0864	182234	1948.3	1.00189	0.0400333	0.0400333	172.294	132.726	19.6961	47.4575	18.3951	48.2202	1033.23	20.1467	48.4897	1033.23	20.0279	48.4994	174.097	37.9904	2.50581	0	2.50581	0	0.300636	-0.037401	0	0.835853	12.4819	1.73721	2.29702	1.79792	0	3.60862	0	3.60862	11.6773	1.14319	193866	3.89494	5717.55	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	80.56	335.582	0	nan
267.944	78467.8	85.7143	66.4904	5138.33	34089.7	82.7195	91.0599	107.531	69.4713	5699.18	737.894	5.24857	5.76597	0	0.328373	0.312514	0	2361.25	0.0367687	0	11.0537	0.767861	37.0783	33.0865	180547	888.133	1.1504	0.0400333	0.0400333	170.712	131.083	19.6168	47.3225	18.2944	48.1504	1033.23	20.0492	48.3089	1033.23	19.9312	48.3035	174.097	37.9904	2.50545	0	2.50545	0	0.296156	-2.07138	0	0.835356	12.4999	1.73076	2.30079	1.79445	0	3.59069	0	3.59069	11.6939	1.14174	193859	3.88088	5722.26	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	81.0483	337.461	0	nan
268.956	78467.8	85.7143	66.3405	5138.18	34089.8	102.736	91.3212	107.862	69.8781	5686.33	737.894	5.24233	5.74991	0	0.325312	0.315199	0	2361.25	0.0367687	0	11.0537	0.770729	37.0785	33.0865	146628	1817.07	0.852506	0.0400333	0.0400333	172.566	133.002	19.5179	48.2884	18.2291	48.2677	1033.23	19.9432	48.5109	1033.23	19.8252	48.5201	174.097	37.9904	2.5051	0	2.5051	0	0.265849	-2.27529	0	0.835154	12.5162	1.73218	2.30419	1.79208	0	3.61673	0	3.61673	11.7101	1.13964	193852	3.87518	5726.96	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	81.5373	339.302	0	nan
269.967	78467.8	87.0968	66.0564	5137.97	34090	89.7273	91.6201	107.766	69.3752	5753.3	737.894	5.28966	5.74134	0	0.322991	0.312468	0	2361.25	0.0367687	0	11.0537	0.767594	37.0788	33.0866	196000	1094.14	1.23392	0.0400333	0.0400333	170.564	130.924	19.4137	47.2768	18.0963	48.1887	1033.23	19.8448	48.3854	1033.23	19.7281	48.38	174.097	37.9904	2.50523	0	2.50523	0	0.295723	10.5836	0	0.83498	12.5349	1.72694	2.3081	1.78868	0	3.57977	0	3.57977	11.7267	1.13868	193845	3.8703	5731.66	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	82.027	341.202	0	nan
270.978	78467.8	85.7143	65.9696	5137.81	34090.2	70.2282	90.9398	107.318	69.246	5654.54	737.893	5.19667	5.73887	0	0.321261	0.313368	0	2361.25	0.0367687	0	11.0537	0.765582	37.079	33.0866	138296	674.405	0.818529	0.0400333	0.0400333	169.308	129.619	19.3226	47.5844	18.0189	48.3151	1033.23	19.7414	48.4699	1033.23	19.6244	48.4726	174.097	37.9904	2.50435	0	2.50435	0	0.236893	-1.24489	0	0.834426	12.5508	1.72279	2.31141	1.78581	0	3.57982	0	3.57982	11.7428	1.13615	193838	3.85479	5736.34	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	82.5174	343.041	0	nan
271.989	78467.8	85.7143	66.1235	5137.65	34090.3	101.019	90.9486	107.303	69.3545	5667.73	737.893	5.30439	5.74464	0	0.317673	0.31214	0	2361.25	0.0367687	0	11.0537	0.767571	37.0792	33.0867	205990	1575.42	1.11299	0.0400333	0.0400333	170.57	130.925	19.1868	47.1279	17.8912	48.3366	1033.23	19.6371	48.5845	1033.23	19.5202	48.5916	174.097	37.9904	2.50476	0	2.50476	0	0.294052	1.27931	0	0.834714	12.5691	1.72414	2.31522	1.78323	0	3.57107	0	3.57107	11.7593	1.1353	193831	3.86282	5741.03	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	83.0085	344.93	0	nan
273	78467.8	85.7143	66.1285	5137.45	34090.5	76.1956	90.9871	107.362	69.4095	5668.16	737.89	5.20461	5.74575	0	0.315915	0.31332	0	2361.25	0.0367687	0	11.0537	0.7655	37.0794	33.0867	159201	757.563	1.02612	0.0400333	0.0400333	169.278	129.582	19.0932	47.5316	17.8275	48.2773	1033.23	19.5386	48.4811	1033.23	19.4221	48.4812	174.097	37.9904	2.5039	0	2.5039	0	0.272855	-1.29554	0	0.834085	12.5858	1.71853	2.31872	1.78011	0	3.56731	0	3.56731	11.7754	1.1333	193824	3.8453	5745.7	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	83.5002	346.792	0	nan
274.011	78467.8	87.0968	66.0296	5137.3	34090.7	107.611	91.6445	107.774	69.9411	5750.97	737.89	5.27075	5.74005	0	0.312382	0.313579	0	2361.25	0.0367687	0	11.0537	0.767691	37.0796	33.0867	187469	1920.38	1.02819	0.0400333	0.0400333	170.668	131.02	18.9844	47.6142	17.7086	48.3823	1033.23	19.4341	48.6546	1033.23	19.3178	48.6644	174.097	37.9904	2.504	0	2.504	0	0.301321	0.134051	0	0.83423	12.603	1.72062	2.3223	1.77778	0	3.5716	0	3.5716	11.7916	1.13192	193817	3.84931	5750.36	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	83.9927	348.662	0	nan
275.022	78467.8	87.0968	65.7681	5137.09	34090.9	81.2979	91.616	107.741	69.9262	5728.19	737.89	5.23313	5.72797	0	0.310488	0.313363	0	2361.25	0.0367687	0	11.0537	0.765209	37.0798	33.0868	176323	853.853	1.12733	0.0400333	0.0400333	169.117	129.41	18.9103	47.5206	17.6351	48.3139	1033.23	19.3371	48.493	1033.23	19.2215	48.4897	174.097	37.9904	2.50357	0	2.50357	0	0.283884	-2.01511	0	0.833677	12.6207	1.71428	2.326	1.77448	0	3.55606	0	3.55606	11.8079	1.13047	193810	3.834	5755.02	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	84.4858	350.553	0	nan
276.033	78467.8	85.7143	65.4992	5136.94	34091	103.558	91.1166	107.488	69.3675	5614.21	737.89	5.23666	5.70548	0	0.307381	0.31539	0	2361.25	0.0367687	0	11.0537	0.768106	37.08	33.0869	148925	1874.17	0.859665	0.0400333	0.0400333	170.953	131.31	18.8188	48.2456	17.4966	48.4277	1033.23	19.2329	48.688	1033.23	19.1175	48.6979	174.097	37.9904	2.50329	0	2.50329	0	0.280962	-1.87115	0	0.833562	12.6367	1.71613	2.32933	1.7723	0	3.57883	0	3.57883	11.8238	1.12842	193803	3.83079	5759.67	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	84.9795	352.405	0	nan
277.044	78467.8	85.7143	65.5058	5136.74	34091.2	88.7143	90.8349	107.094	69.2339	5614.78	737.89	5.27336	5.71412	0	0.305169	0.313262	0	2361.25	0.0367687	0	11.0537	0.76498	37.0802	33.0869	193981	1063.22	1.22487	0.0400333	0.0400333	168.995	129.278	18.6825	47.4524	17.416	48.3478	1033.23	19.1371	48.5171	1033.23	19.0225	48.5095	174.097	37.9904	2.50335	0	2.50335	0	0.287288	7.13312	0	0.833376	12.6549	1.7108	2.33313	1.76909	0	3.54503	0	3.54503	11.8402	1.12739	193796	3.82567	5764.31	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	85.474	354.309	0	nan
278.056	78467.8	87.0968	65.659	5136.58	34091.4	69.7859	91.2059	107.127	69.3342	5718.68	737.89	5.19547	5.72728	0	0.303399	0.314128	0	2361.25	0.0367687	0	11.0537	0.762933	37.0804	33.0869	136200	670.902	0.808993	0.0400333	0.0400333	167.742	127.976	18.6227	47.7452	17.3634	48.4736	1033.23	19.0343	48.6403	1033.23	18.9196	48.6439	174.097	37.9904	2.50257	0	2.50257	0	0.247128	-2.11999	0	0.832867	12.6704	1.7067	2.33636	1.76638	0	3.54493	0	3.54493	11.8559	1.12489	193789	3.81168	5768.95	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	85.9691	356.153	0	nan
279.067	78467.8	87.0968	65.6969	5136.4	34091.6	97.4797	91.5755	107.632	69.9702	5721.98	737.89	5.30493	5.72297	0	0.299816	0.3131	0	2361.25	0.0367687	0	11.0537	0.764744	37.0806	33.087	208265	1397.86	1.13623	0.0400333	0.0400333	168.869	129.142	18.5219	47.362	17.2505	48.4571	1033.23	18.9316	48.7275	1033.23	18.8171	48.7331	174.097	37.9904	2.50305	0	2.50305	0	0.284772	1.41458	0	0.833069	12.6889	1.70728	2.34019	1.7638	0	3.53474	0	3.53474	11.8722	1.1243	193782	3.81723	5773.58	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	86.4649	358.062	0	nan
280.078	78467.8	87.0968	65.4787	5136.2	34091.8	73.866	91.5855	107.661	69.9716	5702.98	737.89	5.18406	5.71355	0	0.298076	0.314202	0	2361.25	0.0367687	0	11.0537	0.762679	37.0808	33.087	150260	721.472	0.974502	0.0400333	0.0400333	167.607	127.83	18.4077	47.7373	17.1373	48.4392	1033.23	18.834	48.6605	1033.23	18.7195	48.6622	174.097	37.9904	2.50205	0	2.50205	0	0.250222	-0.956806	0	0.832435	12.7051	1.70223	2.34358	1.7609	0	3.53358	0	3.53358	11.888	1.12222	193775	3.79991	5778.2	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	86.9614	359.93	0	nan
281.089	78467.8	87.0968	65.2781	5136.05	34091.9	105.848	91.4942	107.5	69.9514	5685.51	737.89	5.27909	5.70278	0	0.294575	0.314117	0	2361.25	0.0367687	0	11.0537	0.764761	37.081	33.0871	199380	1785.1	1.08245	0.0400333	0.0400333	168.902	129.169	18.2567	47.6992	17.0732	48.5392	1033.23	18.7316	48.8083	1033.23	18.617	48.8172	174.097	37.9904	2.50235	0	2.50235	0	0.287787	0.731814	0	0.832675	12.7225	1.70419	2.3472	1.75862	0	3.53255	0	3.53255	11.904	1.12114	193768	3.80645	5782.81	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	87.4585	361.822	0	nan
282.1	78467.8	87.0968	65.2037	5135.84	34092.1	78.3668	91.4627	107.442	69.9475	5679.03	737.89	5.20786	5.69811	0	0.292805	0.314252	0	2361.25	0.0367687	0	11.0537	0.762383	37.0812	33.0871	166681	796.191	1.07093	0.0400333	0.0400333	167.447	127.659	18.2055	47.7227	16.9598	48.4753	1033.23	18.6352	48.6764	1033.23	18.5218	48.6755	174.097	37.9904	2.5017	0	2.5017	0	0.262232	-1.59887	0	0.83206	12.7394	1.69823	2.35073	1.75557	0	3.52261	0	3.52261	11.92	1.11944	193761	3.7897	5787.42	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	87.9563	363.71	0	nan
283.111	78467.8	87.0968	65.0651	5135.69	34092.3	107.199	91.4116	107.353	69.9411	5666.96	737.89	5.24975	5.69003	0	0.289487	0.314804	0	2361.25	0.0367687	0	11.0537	0.764763	37.0814	33.0871	174095	1965.85	0.969181	0.0400333	0.0400333	168.925	129.187	18.0973	47.9094	16.8627	48.5836	1033.23	18.5328	48.8612	1033.23	18.4192	48.8717	174.097	37.9904	2.50167	0	2.50167	0	0.291236	-0.494987	0	0.83215	12.7558	1.7005	2.35413	1.75349	0	3.53239	0	3.53239	11.9357	1.11782	193754	3.79216	5792.02	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	88.4547	365.584	0	nan
284.122	78467.8	87.0968	65.0054	5135.48	34092.5	83.6187	91.3931	107.322	69.9399	5661.76	737.89	5.23641	5.68678	0	0.287558	0.314254	0	2361.25	0.0367687	0	11.0537	0.762056	37.0816	33.0872	182679	911.675	1.1649	0.0400333	0.0400333	167.269	127.468	17.985	47.6913	16.7482	48.5102	1033.23	18.4387	48.6735	1033.23	18.3255	48.6678	174.097	37.9904	2.5014	0	2.5014	0	0.285784	-1.99686	0	0.83171	12.7734	1.69449	2.3578	1.75038	0	3.5118	0	3.5118	11.9517	1.11659	193747	3.78022	5796.62	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	88.9539	367.491	0	nan
