Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Brain-Vascular-Propofol-Concentration(ug/mL)	Fat-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Fat-Vascular-Propofol-Concentration(ug/mL)	LeftKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Propofol-Concentration(ug/mL)	RightKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Propofol-Concentration(ug/mL)	Liver-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Liver-Vascular-Propofol-Concentration(ug/mL)	Propofol-MassInBody(ug)	Propofol-PlasmaConcentration(ug/mL)	Propofol-RemainingSystemicMassCleared(ug)	Propofol-Kidneys-PartitionCoefficient	Propofol-Brain-PartitionCoefficient	Propofol-RightLung-PartitionCoefficient	Propofol-LeftLung-PartitionCoefficient	Propofol-Liver-PartitionCoefficient	Propofol-Bone-PartitionCoefficient	Propofol-Fat-PartitionCoefficient	Propofol-Skin-PartitionCoefficient	Propofol-Muscle-PartitionCoefficient	Propofol-Spleen-PartitionCoefficient	Propofol-Gut-PartitionCoefficient	Propofol-Myocardium-PartitionCoefficient	Propofol-Liver-MassCleared(ug)	Propofol-Liver-MassExcreted(ug)	Propofol-Kidneys-MassCleared(ug)	Propofol-Kidneys-MassExcreted(ug)	
203.233	78467.8	84.375	68.8601	5147.45	34080.7	80.302	88.5208	105.583	66.7557	5810.07	738.136	5.44595	5.86082	0	0.499409	0.305145	0	2361.25	0.0367687	0	11.0537	0.79057	37.0654	33.0813	173103	843.088	1.10734	0.0400333	0.0400333	185.821	146.905	26.8336	45.8996	25.1074	46.7014	1033.23	27.421	46.8542	1033.23	27.2462	46.8473	174.097	37.9904	2.52137	0	2.52137	0	0.376282	-1.97715	0	0.85407	11.3024	1.92035	2.04767	2.07078	0	3.99733	0	3.99733	10.5427	1.28691	194327	4.47666	5400.36	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	51.2627	221.649	0	nan
204.244	78467.8	85.7143	69.074	5147.38	34080.8	97.1403	89.286	106.141	67.5092	5920.63	738.136	5.42303	5.86867	0	0.496282	0.309556	0	2361.25	0.0367687	0	11.0537	0.793442	37.0656	33.0814	130472	1620.49	0.777364	0.0400333	0.0400333	188.027	149.189	26.6409	47.4817	24.9908	46.8176	1033.23	27.2866	47.0407	1033.23	27.113	47.0475	174.097	37.9904	2.52098	0	2.52098	0	0.33381	-2.66576	0	0.853675	11.3211	1.92058	2.0517	2.06502	0	4.03068	0	4.03068	10.5623	1.28284	194319	4.4625	5405.82	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.648	161.796	165.69	333.622	104.854	51.7037	223.376	0	nan
205.256	78467.8	85.7143	68.8862	5147.25	34080.9	89.9748	89.3337	106.191	67.5535	5904.53	738.136	5.49373	5.86157	0	0.493523	0.304976	0	2361.25	0.0367687	0	11.0537	0.790453	37.0658	33.0816	194334	1130.99	1.20497	0.0400333	0.0400333	185.751	146.827	26.4967	45.8007	24.8733	46.7455	1033.23	27.1573	47.0339	1033.23	26.9858	47.0356	174.097	37.9904	2.52127	0	2.52127	0	0.351862	4.89132	0	0.853409	11.3434	1.91371	2.0565	2.05758	0	3.9784	0	3.9784	10.5826	1.28053	194311	4.453	5411.26	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	52.1455	225.169	0	nan
206.267	78467.8	85.7143	68.7767	5147.14	34081	69.1966	89.3286	106.16	67.575	5895.15	738.136	5.37542	5.85693	0	0.49159	0.306009	0	2361.25	0.0367687	0	11.0537	0.788457	37.066	33.0817	133361	647.445	0.878298	0.0400333	0.0400333	184.265	145.285	26.4665	46.1454	24.7278	46.8256	1033.23	27.0306	47.0106	1033.23	26.8607	47.0118	174.097	37.9904	2.52035	0	2.52035	0	0.303536	-0.742237	0	0.852753	11.3622	1.90746	2.06056	2.05123	0	3.97655	0	3.97655	10.6021	1.27639	194304	4.42977	5416.67	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	52.5882	226.908	0	nan
207.278	78467.8	85.7143	68.6204	5147.05	34081.1	102.505	89.3204	106.103	67.6174	5881.75	738.135	5.48646	5.84895	0	0.487686	0.305148	0	2361.25	0.0367687	0	11.0537	0.790643	37.0662	33.0818	198164	1673.7	1.07115	0.0400333	0.0400333	185.913	146.991	26.249	45.8498	24.6672	46.8885	1033.23	26.8985	47.1438	1033.23	26.7293	47.1509	174.097	37.9904	2.52075	0	2.52075	0	0.376938	0.914093	0	0.852772	11.3834	1.90863	2.06513	2.04516	0	3.96774	0	3.96774	10.622	1.27405	194296	4.43046	5422.08	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	53.0317	228.689	0	nan
208.289	78467.8	85.7143	68.5477	5146.91	34081.3	75.4321	89.3195	106.082	67.6383	5875.51	738.133	5.40193	5.84521	0	0.485765	0.305987	0	2361.25	0.0367687	0	11.0537	0.788391	37.0664	33.0819	157446	739.22	1.01837	0.0400333	0.0400333	184.234	145.249	26.1856	46.0996	24.507	46.8292	1033.23	26.7759	47.0207	1033.23	26.6082	47.0189	174.097	37.9904	2.52008	0	2.52008	0	0.342234	-1.54594	0	0.852075	11.4033	1.90056	2.06941	2.0385	0	3.95784	0	3.95784	10.6417	1.2706	194289	4.40595	5427.46	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	53.476	230.453	0	nan
209.3	78467.8	85.7143	68.4152	5146.84	34081.3	105.745	89.3254	106.054	67.6811	5864.16	738.133	5.43947	5.83855	0	0.482138	0.306486	0	2361.25	0.0367687	0	11.0537	0.790953	37.0666	33.082	163335	1971.03	0.915157	0.0400333	0.0400333	186.167	147.249	26.0407	46.2644	24.3848	46.9361	1033.23	26.6451	47.203	1033.23	26.4787	47.2124	174.097	37.9904	2.52004	0	2.52004	0	0.365413	-0.770053	0	0.851955	11.4226	1.90259	2.07356	2.03322	0	3.96787	0	3.96787	10.6611	1.26739	194281	4.40176	5432.82	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	53.9211	232.206	0	nan
210.311	78467.8	85.7143	68.3567	5146.69	34081.5	83.2883	89.3332	106.049	67.7039	5859.15	738.123	5.44271	5.8357	0	0.479964	0.305887	0	2361.25	0.0367687	0	11.0537	0.788279	37.0668	33.0821	181220	915.003	1.15476	0.0400333	0.0400333	184.169	145.177	25.9127	46.0274	24.2765	46.864	1033.23	26.5261	47.0031	1033.23	26.362	46.9944	174.097	37.9904	2.51992	0	2.51992	0	0.377219	-0.707771	0	0.851445	11.4438	1.89416	2.0781	2.02639	0	3.93951	0	3.93951	10.6808	1.2648	194273	4.38402	5438.17	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	54.367	233.997	0	nan
211.322	78467.8	85.7143	68.2562	5146.6	34081.6	85.263	89.3596	106.056	67.7534	5850.53	738.123	5.3922	5.83101	0	0.477505	0.316635	0	2361.25	0.0367687	0	11.0537	0.78919	37.067	33.0823	124617	1101.22	0.752628	0.0400333	0.0400333	184.858	145.888	25.7855	49.9379	24.2057	46.9841	1033.23	26.3956	47.1777	1033.23	26.2324	47.1828	174.097	37.9904	2.51938	0	2.51938	0	0.317422	-2.83912	0	0.85096	11.4618	1.89199	2.08197	2.02113	0	3.97358	0	3.97358	10.6999	1.26082	194266	4.36727	5443.5	160.384	420.468	39.2658	39.2658	263.242	460.243	595.545	200.649	161.796	165.691	333.622	104.854	54.8137	235.733	0	nan
212.333	78467.8	85.7143	68.2137	5146.48	34081.7	93.4088	89.378	106.067	67.7803	5846.89	738.122	5.48908	5.82914	0	0.474158	0.305677	0	2361.25	0.0367687	0	11.0537	0.78816	37.0672	33.0824	199591	1268.6	1.15785	0.0400333	0.0400333	184.1	145.1	25.6709	45.9168	24.0361	46.938	1033.23	26.2684	47.2257	1033.23	26.106	47.2298	174.097	37.9904	2.51981	0	2.51981	0	0.345752	1.26553	0	0.850872	11.4835	1.8886	2.08661	2.0149	0	3.92289	0	3.92289	10.7196	1.25896	194258	4.36425	5448.82	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	55.2613	237.537	0	nan
213.344	78467.8	85.7143	68.1758	5146.36	34081.8	71.142	89.3995	106.084	67.8085	5843.64	738.115	5.3626	5.82756	0	0.472253	0.306766	0	2361.25	0.0367687	0	11.0537	0.786188	37.0674	33.0825	141018	674.271	0.922646	0.0400333	0.0400333	182.658	143.603	25.6273	46.2815	23.9871	46.955	1033.23	26.147	47.1662	1033.23	25.9853	47.167	174.097	37.9904	2.51885	4.11194e-21	2.51885	0	0.317241	-0.926155	0	0.850213	11.5022	1.88215	2.09062	2.00914	0	3.92045	0	3.92045	10.7387	1.25532	194251	4.34168	5454.12	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	55.7097	239.291	0	nan
214.356	78467.8	85.7143	68.112	5146.26	34081.9	104.953	89.4504	106.127	67.8687	5838.17	738.108	5.45373	5.82513	0	0.468442	0.306704	0	2361.25	0.0367687	0	11.0537	0.788415	37.0676	33.0826	191345	1803.66	1.03906	0.0400333	0.0400333	184.308	145.311	25.4461	46.2436	23.8768	47.0535	1033.23	26.019	47.3164	1033.23	25.858	47.3247	174.097	37.9904	2.51912	0	2.51912	0	0.356183	0.600774	0	0.850261	11.5224	1.88385	2.09493	2.00401	0	3.9174	0	3.9174	10.7579	1.253	194243	4.34333	5459.4	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	56.1588	241.071	0	nan
215.367	78467.8	85.7143	68.0849	5146.11	34082	77.8359	89.4789	106.153	67.9002	5835.85	738.108	5.39305	5.8242	0	0.466481	0.306714	0	2361.25	0.0367687	0	11.0537	0.786101	37.0678	33.0827	165531	785.335	1.06466	0.0400333	0.0400333	182.613	143.552	25.3423	46.2255	23.6932	46.99	1033.23	25.9004	47.1664	1033.23	25.7414	47.1631	174.097	37.9904	2.5186	0	2.5186	0	0.34465	-1.85434	0	0.849613	11.5423	1.87582	2.09918	1.99794	0	3.90287	0	3.90287	10.7771	1.25011	194236	4.32133	5464.67	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	56.6088	242.853	0	nan
216.378	78467.8	85.7143	68.0371	5146.03	34082.1	104.071	89.5397	106.211	67.9653	5831.75	738.108	5.40479	5.82273	0	0.463033	0.308067	0	2361.25	0.0367687	0	11.0537	0.788956	37.068	33.0828	149191	1929.72	0.855921	0.0400333	0.0400333	184.73	145.744	25.1852	46.6984	23.6602	47.1004	1033.23	25.7731	47.3546	1033.23	25.6147	47.3637	174.097	37.9904	2.51841	0	2.51841	0	0.33457	-1.59013	0	0.849432	11.5608	1.87772	2.10312	1.99338	0	3.92222	0	3.92222	10.7959	1.24695	194228	4.3152	5469.93	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	57.0595	244.606	0	nan
217.389	78467.8	85.7143	68.0155	5145.88	34082.3	86.3081	89.5713	106.241	67.9984	5829.9	738.108	5.43491	5.82212	0	0.460711	0.306589	0	2361.25	0.0367687	0	11.0537	0.785983	37.0682	33.0829	188155	1001.1	1.19193	0.0400333	0.0400333	182.546	143.478	25.0762	46.1437	23.5173	47.0243	1033.23	25.6569	47.176	1033.23	25.5007	47.1673	174.097	37.9904	2.51846	0	2.51846	0	0.366364	4.97912	0	0.849062	11.5818	1.87006	2.10761	1.98724	0	3.88614	0	3.88614	10.8152	1.24489	194221	4.30273	5475.17	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	57.5111	246.412	0	nan
218.4	78467.8	85.7143	67.9742	5145.77	34082.4	68.3881	89.6346	106.301	68.0647	5826.36	738.083	5.35569	5.82098	0	0.458811	0.309722	0	2361.25	0.0367687	0	11.0537	0.783974	37.0684	33.083	128204	647.115	0.770336	0.0400333	0.0400333	181.104	141.981	25.0115	47.1098	23.3915	47.1441	1033.23	25.5318	47.3123	1033.23	25.3755	47.3154	174.097	37.9904	2.51775	0	2.51775	0	0.289884	-2.09611	0	0.848489	11.5995	1.8649	2.11139	1.98221	0	3.88731	0	3.88731	10.8338	1.24114	194213	4.28358	5480.39	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	57.9634	248.16	0	nan
219.411	78467.8	85.7143	67.9539	5145.65	34082.5	97.298	89.6657	106.33	68.0976	5824.62	738.075	5.465	5.82041	0	0.45494	0.306329	0	2361.25	0.0367687	0	11.0537	0.785891	37.0686	33.0831	203477	1435.2	1.10002	0.0400333	0.0400333	182.498	143.424	24.8341	46.0145	23.2498	47.1653	1033.23	25.4071	47.404	1033.23	25.2519	47.4095	174.097	37.9904	2.5182	0	2.5182	0	0.349571	1.56281	0	0.848557	11.6206	1.86522	2.11587	1.97708	0	3.87192	0	3.87192	10.8529	1.23959	194206	4.28585	5485.6	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	58.4166	249.97	0	nan
220.422	78467.8	85.7143	67.9333	5145.5	34082.6	73.2977	89.6963	106.358	68.1302	5822.86	738.07	5.34751	5.81982	0	0.453053	0.307504	0	2361.25	0.0367687	0	11.0537	0.783916	37.0688	33.0832	149272	705.968	0.970155	0.0400333	0.0400333	181.081	141.952	24.7343	46.4106	23.1591	47.1106	1033.23	25.2894	47.3185	1033.23	25.1356	47.3185	174.097	37.9904	2.51732	0	2.51732	0	0.309007	-1.1493	0	0.847885	11.6393	1.85859	2.11985	1.97178	0	3.86863	0	3.86863	10.8716	1.23643	194199	4.26354	5490.79	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	58.8705	251.742	0	nan
221.433	78467.8	85.7143	67.8908	5145.41	34082.7	106.252	89.7553	106.411	68.1942	5819.21	738.07	5.41565	5.8185	0	0.449326	0.307616	0	2361.25	0.0367687	0	11.0537	0.786192	37.069	33.0832	182219	1905.9	0.998307	0.0400333	0.0400333	182.737	143.666	24.5786	46.4333	23.0202	47.213	1033.23	25.1648	47.4838	1033.23	25.012	47.4929	174.097	37.9904	2.51745	0	2.51745	0	0.361305	0.149596	0	0.847928	11.6586	1.8607	2.12395	1.96737	0	3.87103	0	3.87103	10.8903	1.2341	194191	4.26496	5495.98	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	59.3252	253.524	0	nan
222.444	78467.8	85.7143	67.8686	5145.25	34082.9	80.4679	89.7835	106.436	68.2255	5817.3	738.07	5.38077	5.81777	0	0.447307	0.307441	0	2361.25	0.0367687	0	11.0537	0.783822	37.0692	33.0833	173777	840.934	1.11189	0.0400333	0.0400333	181.032	141.897	24.4994	46.3498	22.9239	47.1458	1033.23	25.0504	47.3075	1033.23	24.8994	47.3024	174.097	37.9904	2.51708	0	2.51708	0	0.354617	-2.05747	0	0.847348	11.6786	1.85288	2.12819	1.9618	0	3.8524	0	3.8524	10.9091	1.23172	194184	4.24583	5501.14	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	59.7807	255.324	0	nan
223.456	78467.8	85.7143	67.8221	5145.15	34083	99.7252	89.8371	106.481	68.2863	5813.32	738.069	5.36695	5.81615	0	0.444144	0.310793	0	2361.25	0.0367687	0	11.0537	0.786743	37.0694	33.0834	136238	1729.02	0.802538	0.0400333	0.0400333	183.16	144.1	24.3893	47.5492	22.826	47.2604	1033.23	24.9264	47.495	1033.23	24.7761	47.5029	174.097	37.9904	2.51674	0	2.51674	0	0.319161	-2.48687	0	0.847066	11.6963	1.85405	2.13195	1.95774	0	3.88262	0	3.88262	10.9274	1.22857	194176	4.23662	5506.3	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	60.2369	257.083	0	nan
224.467	78467.8	85.7143	67.7979	5144.99	34083.1	89.571	89.8626	106.502	68.3158	5811.25	738.069	5.42594	5.81527	0	0.441584	0.307291	0	2361.25	0.0367687	0	11.0537	0.783686	37.0696	33.0835	194383	1106.59	1.21607	0.0400333	0.0400333	180.953	141.811	24.2496	46.2593	22.7298	47.1844	1033.23	24.8094	47.4241	1033.23	24.6604	47.4219	174.097	37.9904	2.51696	0	2.51696	0	0.340333	13.1494	0	0.846854	11.7172	1.84784	2.13639	1.95228	0	3.83725	0	3.83725	10.9462	1.22694	194169	4.22967	5511.44	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	60.694	258.905	0	nan
225.478	78467.8	85.7143	67.7731	5144.86	34083.3	69.4302	89.8873	106.523	68.3447	5809.12	738.069	5.31838	5.81435	0	0.439705	0.308267	0	2361.25	0.0367687	0	11.0537	0.781717	37.0698	33.0836	134709	655.588	0.847523	0.0400333	0.0400333	179.565	140.369	24.18	46.5858	22.6004	47.3101	1033.23	24.69	47.4546	1033.23	24.542	47.4564	174.097	37.9904	2.51605	0	2.51605	0	0.279976	-0.708743	0	0.846247	11.7349	1.8425	2.14014	1.94762	0	3.8364	0	3.8364	10.9644	1.22359	194162	4.20998	5516.57	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	61.1518	260.671	0	nan
226.489	78467.8	85.7143	67.7222	5144.74	34083.4	101.551	89.9346	106.56	68.4011	5804.76	738.069	5.42753	5.81239	0	0.43587	0.306785	0	2361.25	0.0367687	0	11.0537	0.783787	37.07	33.0837	201685	1623.92	1.08942	0.0400333	0.0400333	181.045	141.901	24.0307	46.0775	22.5245	47.3305	1033.23	24.5678	47.5806	1033.23	24.4204	47.5875	174.097	37.9904	2.51646	0	2.51646	0	0.342352	1.05441	0	0.846387	11.7552	1.84376	2.14442	1.94324	0	3.82693	0	3.82693	10.9831	1.22204	194154	4.21448	5521.68	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	61.6104	262.484	0	nan
227.5	78467.8	85.7143	67.6963	5144.58	34083.5	75.5505	89.9573	106.578	68.4286	5802.54	738.069	5.33428	5.81138	0	0.434004	0.308242	0	2361.25	0.0367687	0	11.0537	0.781642	37.0702	33.0838	157516	742.81	1.01778	0.0400333	0.0400333	179.531	140.329	23.9541	46.5401	22.3778	47.2717	1033.23	24.4541	47.467	1033.23	24.3074	47.4661	174.097	37.9904	2.51571	0	2.51571	0	0.318857	-1.42544	0	0.845723	11.7739	1.83675	2.1484	1.93829	0	3.82066	0	3.82066	11.0014	1.2193	194147	4.19305	5526.79	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	62.0697	264.276	0	nan
228.511	78467.8	85.7143	67.6441	5144.48	34083.6	106.537	90.0015	106.613	68.4824	5798.06	738.069	5.37921	5.80931	0	0.430417	0.30863	0	2361.25	0.0367687	0	11.0537	0.784091	37.0704	33.0839	170192	1970.41	0.946428	0.0400333	0.0400333	181.283	142.142	23.7571	46.6651	22.308	47.3773	1033.23	24.3327	47.6456	1033.23	24.1868	47.6553	174.097	37.9904	2.51569	0	2.51569	0	0.34677	-0.507396	0	0.845721	11.7923	1.83902	2.1523	1.93446	0	3.82932	0	3.82932	11.0195	1.21691	194140	4.193	5531.88	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	62.5298	266.061	0	nan
229.522	78467.8	85.7143	67.6179	5144.31	34083.8	83.2144	90.0231	106.63	68.5088	5795.82	738.069	5.37155	5.80827	0	0.428323	0.308152	0	2361.25	0.0367687	0	11.0537	0.781525	37.0706	33.084	181442	907.212	1.15591	0.0400333	0.0400333	179.468	140.259	23.6487	46.4725	22.1851	47.3055	1033.23	24.2223	47.4493	1033.23	24.0779	47.442	174.097	37.9904	2.51548	0	2.51548	0	0.344749	-1.54941	0	0.845236	11.8123	1.83154	2.15652	1.92934	0	3.80538	0	3.80538	11.038	1.21496	194132	4.17747	5536.96	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	62.9907	267.88	0	nan
230.533	78467.8	85.7143	67.566	5144.19	34083.9	90.4508	90.0656	106.663	68.5607	5791.37	738.06	5.33134	5.8062	0	0.42565	0.316359	0	2361.25	0.0367687	0	11.0537	0.783199	37.0708	33.084	128295	1293.12	0.769739	0.0400333	0.0400333	180.665	141.496	23.5915	49.456	22.1072	47.4245	1033.23	24.1015	47.6292	1033.23	23.9576	47.6353	174.097	37.9904	2.51496	0	2.51496	0	0.304914	-2.86785	0	0.844837	11.8295	1.8308	2.16016	1.92552	0	3.84151	0	3.84151	11.0558	1.2118	194125	4.16476	5542.02	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.649	161.796	165.691	333.622	104.854	63.4523	269.647	0	nan
231.544	78467.8	85.7143	67.5403	5144.04	34084.1	93.0039	90.0866	106.68	68.5863	5789.17	738.055	5.41805	5.80519	0	0.422622	0.307964	0	2361.25	0.0367687	0	11.0537	0.781392	37.071	33.0841	199924	1234.57	1.19907	0.0400333	0.0400333	179.394	140.177	23.4591	46.3711	21.9811	47.362	1033.23	23.9839	47.6617	1033.23	23.8411	47.6657	174.097	37.9904	2.51533	0	2.51533	0	0.311799	1.18128	0	0.844793	11.8501	1.82704	2.16451	1.92079	0	3.79153	0	3.79153	11.0743	1.21051	194118	4.16335	5547.08	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	63.9148	271.483	0	nan
232.556	78467.8	85.7143	67.515	5143.89	34084.2	71.37	90.1076	106.697	68.6117	5787	738.054	5.29448	5.80418	0	0.420754	0.309	0	2361.25	0.0367687	0	11.0537	0.779437	37.0712	33.0842	141404	680.944	0.923399	0.0400333	0.0400333	178.039	138.77	23.3834	46.7194	21.9024	47.3951	1033.23	23.8707	47.6106	1033.23	23.7288	47.6118	174.097	37.9904	2.51434	0	2.51434	0	0.292012	-0.849433	0	0.844172	11.8678	1.8215	2.16825	1.91644	0	3.79026	0	3.79026	11.0922	1.20753	194110	4.14372	5552.12	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	64.3779	273.267	0	nan
233.567	78467.8	85.7143	67.4652	5143.77	34084.3	105.057	90.1494	106.731	68.6622	5782.73	738.054	5.39227	5.80222	0	0.41699	0.308842	0	2361.25	0.0367687	0	11.0537	0.781607	37.0714	33.0843	196198	1777.42	1.06295	0.0400333	0.0400333	179.565	140.349	23.2467	46.652	21.7193	47.4927	1033.23	23.7513	47.7547	1033.23	23.6105	47.7629	174.097	37.9904	2.51463	0	2.51463	0	0.329419	0.723057	0	0.844324	11.8872	1.82337	2.17234	1.91265	0	3.78722	0	3.78722	11.1103	1.20589	194103	4.1485	5557.15	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	64.8418	275.082	0	nan
234.578	78467.8	85.7143	67.4408	5143.6	34084.5	77.8987	90.1703	106.748	68.6872	5780.64	738.054	5.32371	5.80127	0	0.41512	0.308957	0	2361.25	0.0367687	0	11.0537	0.779351	37.0716	33.0844	165619	785.874	1.06443	0.0400333	0.0400333	177.999	138.724	23.1256	46.6666	21.65	47.4296	1033.23	23.6516	47.4685	1033.23	23.5121	47.4586	174.097	37.9904	2.51402	0	2.51402	0	0.282871	-1.06586	0	0.843695	11.906	1.81624	2.17631	1.90801	0	3.77539	0	3.77539	11.1283	1.20355	194096	4.12873	5562.17	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	65.3065	276.893	0	nan
235.589	78467.8	85.7143	67.3931	5143.49	34084.6	105.423	90.2122	106.783	68.7368	5776.55	738.054	5.34452	5.79943	0	0.412003	0.310091	0	2361.25	0.0367687	0	11.0537	0.782077	37.0718	33.0844	156295	1962.48	0.887655	0.0400333	0.0400333	179.917	140.709	22.9796	46.997	21.5541	47.5388	1033.23	23.5407	47.6254	1033.23	23.402	47.6287	174.097	37.9904	2.51386	0	2.51386	0	0.33084	-1.78709	0	0.843614	11.9237	1.81845	2.18004	1.90464	0	3.79206	0	3.79206	11.146	1.20108	194088	4.12621	5567.18	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	65.7719	278.681	0	nan
236.6	78467.8	85.7143	67.3698	5143.31	34084.8	86.1077	90.2331	106.801	68.7614	5774.55	738.03	5.36456	5.79854	0	0.409998	0.309013	0	2361.25	0.0367687	0	11.0537	0.77923	37.072	33.0845	188406	986.805	1.19477	0.0400333	0.0400333	177.935	138.652	22.9255	46.5291	21.4283	47.4674	1033.23	23.4283	47.4188	1033.23	23.2907	47.4044	174.097	37.9904	2.51382	0	2.51382	0	0.326504	2.76501	0	0.843253	11.9436	1.81148	2.18424	1.89992	0	3.76112	0	3.76112	11.1641	1.19951	194081	4.11492	5572.17	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	66.2381	280.518	0	nan
