Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Morphine-Concentration(ug/mL)	Fat-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Morphine-Concentration(ug/mL)	LeftKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Morphine-Concentration(ug/mL)	RightKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Morphine-Concentration(ug/mL)	Liver-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Morphine-Concentration(ug/mL)	Morphine-MassInBody(ug)	Morphine-PlasmaConcentration(ug/mL)	Morphine-RemainingSystemicMassCleared(ug)	Morphine-Kidneys-PartitionCoefficient	Morphine-Brain-PartitionCoefficient	Morphine-RightLung-PartitionCoefficient	Morphine-LeftLung-PartitionCoefficient	Morphine-Liver-PartitionCoefficient	Morphine-Bone-PartitionCoefficient	Morphine-Fat-PartitionCoefficient	Morphine-Skin-PartitionCoefficient	Morphine-Muscle-PartitionCoefficient	Morphine-Spleen-PartitionCoefficient	Morphine-Gut-PartitionCoefficient	Morphine-Myocardium-PartitionCoefficient	Morphine-Liver-MassCleared(ug)	Morphine-Liver-MassExcreted(ug)	Morphine-Kidneys-MassCleared(ug)	Morphine-Kidneys-MassExcreted(ug)	
114.256	78467.8	62.7907	90.477	5105.86	34122.3	70.82	82.5499	104.904	57.3048	5681.11	738.158	5.71188	6.91823	11.5632	0.959063	0.280714	578.423	2526.08	0.0365135	4.85346	12.6501	0.833922	37.0501	33.0254	143553	644.657	0.956692	0.0400333	0.0400333	224.807	187.471	80.4752	41.6077	41.9064	43.353	1033.54	106.704	41.2602	1033.54	99.0707	41.6648	172.956	32.55	2.54592	0	2.54592	0	2.69329	-3.75186	0	0.247321	2.53935	2.8889	0.436953	2.77753	0	4.26792	0	4.26792	1.93283	2.50038	35037.5	5.75184	4821.32	0.999766	1.12848	1.0053	1.0053	1.06084	0.666195	0.137159	0.811601	1.1148	1.16265	1.00658	0.994128	299.069	64.2974	0	nan
115.267	78467.8	62.7907	90.4703	5106.05	34122.1	68.2219	82.3534	104.586	57.2276	5680.69	738.158	5.69329	6.9269	11.5632	0.959194	0.28028	578.423	2407.96	0.0365135	4.85346	11.5063	0.83349	37.0503	33.0255	133246	607.353	0.898008	0.0400333	0.0400333	224.333	186.979	81.1526	41.5448	41.84	43.3629	1033.31	105.485	41.9128	1033.31	97.803	42.2346	165.784	37.6801	2.54549	0	2.54549	0	1.17887	-2.75134	0	0.247298	2.55114	2.8702	0.441648	2.75356	0	4.22068	0	4.22068	1.9457	2.4897	35003.1	5.70216	4846.65	0.999319	1.1279	1.00489	1.00489	1.06031	0.665871	0.137139	0.811331	1.11422	1.16212	1.00614	0.993707	306.563	65.9073	0	nan
116.278	78467.8	62.7907	90.613	5106.25	34121.9	65.8642	82.3655	104.621	57.2225	5689.65	738.158	5.6759	6.93201	11.5632	0.959337	0.280073	578.423	2374.88	0.0365135	4.85346	11.1858	0.833169	37.0504	33.0256	123358	578.791	0.840902	0.0400333	0.0400333	223.982	186.615	81.3228	41.522	41.7858	43.3723	1033.25	104.312	42.4036	1033.25	96.5758	42.6557	163.898	39.015	2.54507	0	2.54507	0	0.736445	-1.81789	0	0.247275	2.56262	2.85191	0.446272	2.72986	0	4.17436	0	4.17436	1.95818	2.47918	34968.8	5.65333	4871.75	0.999019	1.12752	1.00462	1.00462	1.05995	0.665652	0.137126	0.811149	1.11383	1.16176	1.00584	0.993424	314.105	67.5261	0	nan
117.289	78467.8	62.7907	90.6709	5106.45	34121.7	63.7256	82.3937	104.694	57.2218	5693.29	738.158	5.65996	6.93525	11.6631	0.959258	0.28035	586.129	2585.98	0.0366614	4.96021	13.3141	0.832893	37.0506	33.0257	114058	556.884	0.786236	0.0400333	0.0400333	223.683	186.304	81.5938	41.5872	41.8443	43.3812	1032.33	104.889	41.6429	1032.33	97.1803	41.9789	216.477	0.665655	2.54467	0	2.54467	0	0.0539716	-5.80739	0	0.247252	2.57383	2.83397	0.450828	2.70643	0	4.12895	0	4.12895	1.97028	2.46881	34934.8	5.60528	4896.62	0.998995	1.12748	1.0046	1.0046	1.05992	0.665634	0.137125	0.811134	1.1138	1.16173	1.00582	0.993401	321.693	69.1535	0	nan
118.3	78467.8	62.7907	90.731	5106.65	34121.5	61.7816	82.4248	104.763	57.2259	5697.06	738.158	5.6455	6.93914	11.6631	0.95918	0.28104	586.129	2949.52	0.0366614	4.96021	16.8195	0.832642	37.0508	33.0258	105403	539.888	0.734493	0.0400333	0.0400333	223.411	186.022	80.214	41.7275	41.8729	43.3897	1033.25	108.102	40.3097	1033.25	100.512	40.8324	216.932	0.449584	2.54427	0	2.54427	0	-0.0846683	-3.95178	0	0.247229	2.58476	2.81633	0.455318	2.68325	0	4.08443	0	4.08443	1.98201	2.45855	34900.9	5.55796	4921.25	0.999205	1.12776	1.00479	1.00479	1.06017	0.665787	0.137134	0.811262	1.11407	1.16198	1.00602	0.993599	329.325	70.7896	0	nan
119.311	78467.8	63.5294	90.7999	5106.85	34121.3	59.6641	82.7575	104.834	57.6033	5768.47	738.158	5.63208	6.95019	11.6631	0.958995	0.281383	586.129	2546.6	0.0366614	4.96021	12.8489	0.832347	37.0509	33.0259	95742.3	523.98	0.676188	0.0400333	0.0400333	223.093	185.691	80.234	41.8065	41.8827	43.399	1033.57	107.056	41.2309	1033.57	99.4102	41.6587	174.419	31.5194	2.54388	0	2.54388	0	-0.33813	-1.08181	0	0.247205	2.59544	2.79899	0.459763	2.66025	0	4.04106	0	4.04106	1.99341	2.44841	34867.1	5.51108	4945.66	0.999195	1.12774	1.00478	1.00478	1.06016	0.66578	0.137134	0.811256	1.11406	1.16197	1.00602	0.99359	337.004	72.4367	0	nan
120.322	78467.8	63.5294	90.8005	5107.05	34121.1	57.6846	82.9427	105.11	57.6844	5768.5	738.158	5.64307	6.93983	11.6631	0.958946	0.281044	586.129	2413.88	0.0366614	4.96021	11.5636	0.832055	37.0511	33.0261	88039.1	511.772	0.578459	0.0400333	0.0400333	222.778	185.364	81.4468	41.76	41.797	43.4657	1033.32	105.868	41.8838	1033.32	98.1794	42.2277	166.233	37.3962	2.54356	0	2.54356	0	0.764289	-1.35416	0	0.247182	2.60582	2.78234	0.464135	2.63758	0	3.99862	0	3.99862	2.00447	2.4384	34833.5	5.46509	4969.85	0.998817	1.12725	1.00443	1.00443	1.05971	0.665505	0.137117	0.811027	1.11357	1.16152	1.00564	0.993234	344.726	74.0931	0	nan
121.333	78467.8	62.7907	90.5096	5107.25	34120.9	75.8121	82.5566	104.917	57.305	5683.16	738.158	5.65915	6.92016	11.6631	0.96016	0.291326	586.129	2376.68	0.0366614	4.96021	11.2032	0.844459	37.0513	33.0262	83837	999.225	0.553191	0.0400333	0.0400333	237.18	200.289	82.3891	45.5299	41.7869	43.4699	1033.25	104.67	42.4079	1033.25	96.9361	42.6812	164.099	38.9096	2.54328	0	2.54328	0	4.26338	-2.59326	0	0.247159	2.61604	2.77086	0.468489	2.61543	0	3.99294	0	3.99294	2.0152	2.42879	34800.2	5.42025	4993.81	0.980368	1.10343	0.987465	0.987465	1.03778	0.652087	0.136307	0.799853	1.08953	1.13942	0.987394	0.975844	352.495	75.7623	0	nan
122.344	78467.8	62.7907	90.5027	5107.45	34120.7	92.9374	82.3602	104.599	57.2282	5682.73	738.158	5.6757	6.92873	11.6129	0.95974	0.28385	581.817	2516.29	0.0366142	4.90224	12.6354	0.845956	37.0514	33.0263	96702.3	1707.45	0.605385	0.0400333	0.0400333	239.049	202.225	80.5964	42.7803	41.8121	43.4742	1032.26	104.455	42.0679	1032.26	96.7355	42.3725	215.181	1.60039	2.543	0	2.543	0	6.88095	-6.6229	0	0.247136	2.62622	2.75965	0.472874	2.59313	0	3.94753	0	3.94753	2.02566	2.41939	34766.9	5.37597	5017.54	0.993199	1.12	0.999265	0.999265	1.05303	0.661419	0.13687	0.807624	1.10625	1.15479	1.00008	0.987938	360.312	77.4467	0	nan
123.356	78467.8	62.7907	90.6436	5107.65	34120.5	101.123	82.3721	104.633	57.2233	5691.58	738.158	5.69203	6.93375	11.6129	0.959163	0.281567	581.817	2932.9	0.0366142	4.90224	16.677	0.844099	37.0516	33.0264	120901	2027.39	0.706333	0.0400333	0.0400333	236.746	199.837	81.0963	41.8803	41.7624	43.4786	1032.93	108.026	40.323	1032.93	100.444	40.8598	216.927	0.413337	2.54273	0	2.54273	0	8.69867	-8.19868	0	0.247113	2.63632	2.7449	0.477259	2.57048	0	3.88878	0	3.88878	2.03584	2.40996	34733.9	5.33165	5041.05	0.998487	1.12683	1.00413	1.00413	1.05932	0.665265	0.137103	0.810827	1.11314	1.16112	1.00532	0.992923	368.173	79.1435	0	nan
124.367	78467.8	62.7907	90.6985	5107.85	34120.3	104.313	82.3995	104.705	57.2223	5695.02	738.158	5.70782	6.93692	11.6129	0.959101	0.28045	581.817	2574.59	0.0366142	4.90224	13.1196	0.842335	37.0517	33.0266	146348	2070.36	0.814949	0.0400333	0.0400333	234.598	197.61	81.3403	41.511	41.7544	43.4834	1033.63	107.123	41.2539	1033.63	99.4916	41.7056	176.228	30.238	2.54246	0	2.54246	0	8.82499	-4.2786	0	0.247089	2.64623	2.72852	0.481611	2.54781	0	3.83459	0	3.83459	2.04572	2.40056	34700.9	5.28757	5064.35	1.00015	1.12898	1.00566	1.00566	1.0613	0.666478	0.137176	0.811837	1.11531	1.16312	1.00696	0.994494	376.074	80.8499	0	nan
125.378	78467.8	62.7907	90.7577	5108.04	34120.1	104.756	82.4303	104.773	57.2265	5698.74	738.158	5.72323	6.94077	11.6129	0.959389	0.279673	581.817	2421.22	0.0366142	4.90224	11.6348	0.841016	37.0519	33.0267	167879	1978.42	0.910317	0.0400333	0.0400333	233.018	195.972	80.825	41.3191	41.8593	43.4886	1033.34	105.804	41.9794	1033.34	98.1337	42.3369	166.616	37.1529	2.54219	0	2.54219	0	8.23575	-2.44284	0	0.247065	2.65591	2.71177	0.485914	2.52529	0	3.78544	0	3.78544	2.05529	2.39126	34668.2	5.2439	5087.44	1.00043	1.12934	1.00592	1.00592	1.06163	0.66668	0.137188	0.812005	1.11567	1.16345	1.00724	0.994756	384.012	82.5647	0	nan
126.389	78467.8	63.5294	90.8258	5108.22	34119.9	103.395	82.763	104.844	57.604	5770.11	738.158	5.74492	6.95177	11.6129	0.959507	0.279543	581.817	2378.73	0.0366142	4.90224	11.2231	0.839812	37.0521	33.0268	187651	1794.45	1.00482	0.0400333	0.0400333	231.596	194.497	80.9307	41.2987	41.8026	43.4937	1033.26	104.515	42.5141	1033.26	96.7947	42.7916	164.18	38.8857	2.54197	0	2.54197	0	6.95517	-0.906014	0	0.24704	2.66546	2.6947	0.490217	2.50269	0	3.73872	0	3.73872	2.0646	2.38207	34635.6	5.20022	5110.32	1.00035	1.12924	1.00584	1.00584	1.06154	0.666622	0.137185	0.811957	1.11557	1.16336	1.00716	0.994681	391.993	84.2926	0	nan
127.4	78467.8	63.5294	90.8256	5108.39	34119.8	100.417	82.9482	105.12	57.6853	5770.1	738.158	5.76659	6.94137	11.6379	0.959496	0.280033	584.317	2451.4	0.036643	4.9341	11.9992	0.838898	37.0522	33.0269	197844	1593.45	1.0589	0.0400333	0.0400333	230.528	193.389	80.4411	41.4129	41.8361	43.4984	1032.26	103.766	42.4583	1032.26	96.0241	42.722	209.783	5.53275	2.54175	0	2.54175	0	5.42262	-2.36549	0	0.247016	2.67473	2.67806	0.494455	2.48042	0	3.69592	0	3.69592	2.0736	2.37297	34603.2	5.15693	5133	1.0003	1.12916	1.00579	1.00579	1.06147	0.666581	0.137182	0.811923	1.11549	1.16329	1.0071	0.994628	400.009	86.029	0	nan
128.411	78467.8	63.5294	90.643	5108.56	34119.6	95.2774	82.9156	105.045	57.6857	5758.5	738.158	5.78882	6.93397	11.6379	0.959095	0.279774	584.317	2916.27	0.036643	4.9341	16.5169	0.837635	37.0524	33.0271	200685	1371.15	1.08139	0.0400333	0.0400333	229.068	191.875	80.6802	41.2475	41.806	43.5029	1032.88	107.748	40.4613	1032.88	100.135	40.9831	216.919	0.41338	2.54155	0	2.54155	0	3.32428	-5.16401	0	0.246991	2.6837	2.6617	0.498608	2.45858	0	3.65384	0	3.65384	2.08232	2.36393	34570.9	5.11427	5155.49	1.00123	1.13037	1.00665	1.00665	1.06258	0.667262	0.137223	0.81249	1.11671	1.16441	1.00803	0.995511	408.059	87.7721	0	nan
129.422	78467.8	62.7907	90.5333	5108.74	34119.4	89.9154	82.5621	104.927	57.3061	5684.65	738.158	5.80527	6.92164	11.6379	0.95907	0.280193	584.317	2603.48	0.036643	4.9341	13.399	0.836076	37.0525	33.0272	197117	1163.04	1.07219	0.0400333	0.0400333	227.29	190.031	81.006	41.3603	41.8111	43.5075	1033.69	107.198	41.2199	1033.69	99.5399	41.6698	178.092	28.9524	2.54131	0	2.54131	0	1.64126	-1.00404	0	0.246967	2.69226	2.64598	0.502621	2.43746	0	3.61615	0	3.61615	2.0907	2.35496	34538.8	5.07281	5177.79	1.00137	1.13055	1.00678	1.00678	1.06275	0.667363	0.137229	0.812574	1.11689	1.16458	1.00817	0.995642	416.136	89.5158	0	nan
130.433	78467.8	62.7907	90.5273	5108.92	34119.2	85.3771	82.3663	104.609	57.23	5684.27	738.158	5.80635	6.9302	11.6379	0.959312	0.279863	584.317	2428.45	0.036643	4.9341	11.7047	0.835407	37.0527	33.0273	188406	996.275	1.11148	0.0400333	0.0400333	226.537	189.25	81.1257	41.3316	41.8037	43.4532	1033.35	105.982	41.8982	1033.35	98.2758	42.2563	166.978	36.9521	2.54101	0	2.54101	0	0.4923	-0.266224	0	0.246943	2.70057	2.63085	0.506556	2.41678	0	3.58066	0	3.58066	2.09877	2.34612	34506.8	5.03214	5199.91	1.00079	1.12981	1.00625	1.00625	1.06206	0.666942	0.137204	0.812223	1.11614	1.16388	1.0076	0.995096	424.24	91.2634	0	nan
131.444	78467.8	62.7907	90.6677	5109.1	34119.1	81.3273	82.3785	104.644	57.2253	5693.09	738.158	5.78702	6.9352	11.6379	0.959381	0.279711	584.317	2380.66	0.036643	4.9341	11.2418	0.83505	37.0529	33.0274	177798	870.294	1.12673	0.0400333	0.0400333	226.14	188.838	81.6595	41.3306	41.8403	43.431	1033.26	104.803	42.3847	1033.26	97.0489	42.6629	164.246	38.899	2.54057	0	2.54057	0	2.61362	6.90069	0	0.246919	2.70863	2.6162	0.510421	2.39647	0	3.54615	0	3.54615	2.10655	2.33743	34475	4.99224	5221.85	1.00037	1.12927	1.00586	1.00586	1.06156	0.666638	0.137186	0.81197	1.1156	1.16338	1.00718	0.994702	432.373	93.0152	0	nan
132.456	78467.8	62.7907	90.721	5109.28	34118.9	77.7128	82.4057	104.716	57.2242	5696.43	738.158	5.76235	6.93837	11.7137	0.959305	0.280032	588.948	2409.79	0.0367546	5.0059	11.5839	0.834689	37.053	33.0275	167404	776.884	1.09022	0.0400333	0.0400333	225.739	188.422	81.627	41.4137	41.8643	43.432	1032.37	103.771	42.4405	1032.37	95.9961	42.6719	198.548	13.7506	2.54009	0	2.54009	0	6.81123	2.80081	0	0.246895	2.71646	2.60191	0.51422	2.37651	0	3.51247	0	3.51247	2.11405	2.32885	34443.3	4.95305	5243.62	1.00025	1.1291	1.00575	1.00575	1.06141	0.666545	0.13718	0.811893	1.11543	1.16323	1.00706	0.994582	440.533	94.771	0	nan
133.467	78467.8	62.7907	90.7803	5109.47	34118.7	74.4705	82.4367	104.784	57.2286	5700.16	738.158	5.73799	6.94222	11.7137	0.95912	0.280772	588.948	2896.55	0.0367546	5.0059	16.3256	0.834304	37.0532	33.0277	156865	707.26	1.03594	0.0400333	0.0400333	225.314	187.981	80.7766	41.5714	41.8061	43.4394	1032.85	107.728	40.3753	1032.85	100.105	40.8741	216.913	0.413477	2.53961	0	2.53961	0	6.47514	-6.71027	0	0.24687	2.72407	2.58793	0.517957	2.35689	0	3.47955	0	3.47955	2.12128	2.32036	34411.8	4.9145	5265.2	1.00037	1.12927	1.00586	1.00586	1.06156	0.666638	0.137186	0.81197	1.11559	1.16338	1.00718	0.994701	448.72	96.5312	0	nan
134.478	78467.8	63.5294	90.8484	5109.65	34118.5	70.9692	82.7698	104.855	57.6065	5771.55	738.158	5.71267	6.95322	11.7137	0.959005	0.281215	588.948	2625.86	0.0367546	5.0059	13.6157	0.833812	37.0533	33.0278	144061	644.64	0.965167	0.0400333	0.0400333	224.771	187.416	80.2881	41.6782	41.7681	43.4495	1033.73	107.362	41.073	1033.73	99.6994	41.5167	179.786	27.7694	2.53913	0	2.53913	0	2.64822	-4.03229	0	0.246846	2.73151	2.57411	0.521659	2.33746	0	3.44762	0	3.44762	2.12828	2.31195	34380.4	4.87627	5286.6	1.0003	1.12917	1.0058	1.0058	1.06148	0.666585	0.137182	0.811926	1.1155	1.16329	1.00711	0.994633	456.936	98.2992	0	nan
135.489	78467.8	63.5294	90.8481	5109.83	34118.3	67.7477	82.9552	105.131	57.688	5771.53	738.158	5.69121	6.94282	11.7137	0.959066	0.280939	588.948	2434.69	0.0367546	5.0059	11.7652	0.833281	37.0535	33.0279	131126	599.925	0.890559	0.0400333	0.0400333	224.187	186.811	81.1837	41.6517	41.8179	43.4597	1033.36	106.13	41.7971	1033.36	98.4168	42.1537	167.458	36.6667	2.53869	0	2.53869	0	0.696579	-2.72698	0	0.246822	2.7387	2.56091	0.525295	2.31841	0	3.41648	0	3.41648	2.13502	2.30364	34349.1	4.83878	5307.83	0.999855	1.12859	1.00539	1.00539	1.06095	0.66626	0.137163	0.811655	1.11492	1.16276	1.00667	0.994212	465.178	100.072	0	nan
136.5	78467.8	63.5294	90.6653	5110.02	34118.1	64.8814	82.9227	105.056	57.6885	5759.91	738.158	5.67343	6.93542	11.7137	0.95929	0.28066	588.948	2382.53	0.0367546	5.0059	11.26	0.832929	37.0537	33.0281	118953	567.753	0.819078	0.0400333	0.0400333	223.804	186.413	81.3786	41.6221	41.8334	43.4693	1033.27	104.955	42.3442	1033.27	97.1971	42.6248	164.461	38.8064	2.53829	0	2.53829	0	0.362068	-1.67795	0	0.246798	2.74566	2.54824	0.528864	2.29974	0	3.38585	0	3.38585	2.14151	2.29544	34318	4.80202	5328.89	0.999436	1.12805	1.005	1.005	1.06045	0.665955	0.137144	0.811401	1.11437	1.16226	1.00625	0.993817	473.445	101.851	0	nan
137.511	78467.8	62.7907	90.5553	5110.21	34117.9	62.734	82.5693	104.938	57.3091	5686.03	738.158	5.65981	6.92307	11.6631	0.959478	0.280779	585.837	2371.27	0.0367188	4.95774	11.1777	0.832657	37.0538	33.0282	109601	548.038	0.762785	0.0400333	0.0400333	223.51	186.107	80.7385	41.66	41.801	43.4772	1032.82	103.784	42.7	1032.82	95.9811	42.9228	171.069	33.9051	2.5379	0	2.5379	0	-0.027157	-1.48388	0	0.246774	2.7524	2.536	0.532356	2.28152	0	3.35532	0	3.35532	2.14774	2.28737	34287.1	4.76613	5349.78	0.999301	1.12788	1.00488	1.00488	1.06029	0.665857	0.137138	0.81132	1.1142	1.1621	1.00612	0.99369	481.733	103.63	0	nan
138.522	78467.8	62.7907	90.5506	5110.4	34117.7	60.8633	82.3742	104.62	57.2336	5685.73	738.158	5.64743	6.93162	11.6631	0.959351	0.281345	585.837	2874.91	0.0367188	4.95774	16.1165	0.83241	37.054	33.0283	101228	532.779	0.712432	0.0400333	0.0400333	223.243	185.83	80.3115	41.7771	41.7989	43.485	1032.8	107.751	40.4758	1032.8	100.112	40.9794	216.905	0.413635	2.53753	0	2.53753	0	-0.0500826	-5.25178	0	0.246751	2.75897	2.52378	0.535795	2.26359	0	3.32507	0	3.32507	2.15373	2.27939	34256.3	4.73075	5370.52	0.999449	1.12807	1.00501	1.00501	1.06046	0.665965	0.137145	0.811409	1.11439	1.16227	1.00627	0.993829	490.042	105.414	0	nan
139.533	78467.8	62.7907	90.6906	5110.6	34117.6	59.1564	82.3866	104.655	57.2292	5694.52	738.158	5.63596	6.93659	11.6631	0.959018	0.281959	585.837	2658.28	0.0367188	4.95774	13.9294	0.83217	37.0542	33.0284	93482	520.745	0.665025	0.0400333	0.0400333	222.986	185.562	80.6142	41.9017	41.8009	43.4928	1033.8	107.766	41.0054	1033.8	100.106	41.4742	182.053	26.1407	2.53716	0	2.53716	0	-0.191586	-1.16139	0	0.246727	2.76536	2.51161	0.539184	2.24593	0	3.29526	0	3.29526	2.15949	2.27148	34225.6	4.69588	5391.09	0.999642	1.12832	1.00519	1.00519	1.06069	0.666105	0.137153	0.811526	1.11464	1.1625	1.00646	0.994011	498.372	107.2	0	nan
140.544	78467.8	62.7907	90.7416	5110.8	34117.4	57.6013	82.4132	104.727	57.2278	5697.73	738.158	5.64098	6.93975	11.6631	0.959157	0.281769	585.837	2442.9	0.0367188	4.95774	11.8447	0.831927	37.0543	33.0285	87714.4	511.227	0.579058	0.0400333	0.0400333	222.725	185.291	80.0704	41.8768	41.722	43.5583	1033.38	106.553	41.7264	1033.38	98.8526	42.1055	167.926	36.3782	2.53682	0	2.53682	0	0.0698552	-0.985536	0	0.246703	2.77158	2.49968	0.542526	2.22853	0	3.26592	0	3.26592	2.16503	2.26368	34195	4.66154	5411.5	0.999415	1.12803	1.00498	1.00498	1.06042	0.66594	0.137143	0.811389	1.11435	1.16223	1.00623	0.993798	506.722	108.989	0	nan
141.556	78467.8	63.5294	90.869	5111	34117.2	76.446	82.7773	104.865	57.6104	5772.85	738.158	5.66244	6.95459	11.6631	0.96018	0.291812	585.837	2384.78	0.0367188	4.95774	11.2817	0.844425	37.0545	33.0286	85257.5	1011.17	0.563768	0.0400333	0.0400333	237.23	200.323	82.5631	45.5929	41.7926	43.5626	1033.27	105.324	42.3166	1033.27	97.5791	42.6179	164.589	38.7696	2.53655	0	2.53655	0	4.38663	-2.73093	0	0.246679	2.77769	2.49227	0.545863	2.21157	0	3.26731	0	3.26731	2.17035	2.25622	34164.6	4.62799	5431.74	0.980946	1.10418	0.987997	0.987997	1.03847	0.652508	0.136332	0.800203	1.09029	1.14011	0.987966	0.976389	515.097	110.787	0	nan
142.567	78467.8	63.5294	90.8683	5111.19	34117	96.1113	82.9628	105.141	57.692	5772.81	738.158	5.68362	6.94417	11.6631	0.959697	0.28315	585.837	2368.14	0.0367188	4.95774	11.1204	0.845463	37.0546	33.0288	103756	1827.47	0.641009	0.0400333	0.0400333	238.524	201.663	81.2559	42.457	41.7764	43.5666	1033.24	104.066	42.7929	1033.24	96.2753	43.0308	163.651	39.4337	2.53629	0	2.53629	0	7.24629	-3.07219	0	0.246655	2.78385	2.48529	0.549286	2.19426	0	3.23269	0	3.23269	2.17553	2.24886	34134.3	4.59437	5451.8	0.995418	1.12287	1.00131	1.00131	1.05567	0.663033	0.136968	0.808968	1.10914	1.15745	1.00228	0.99003	523.51	112.604	0	nan
143.578	78467.8	63.5294	90.685	5111.38	34116.8	103.364	82.9302	105.066	57.6926	5761.17	738.158	5.70519	6.93675	11.7137	0.959343	0.281362	588.12	2860.19	0.0367487	4.99882	15.9749	0.843093	37.0548	33.0289	134795	2070.73	0.771076	0.0400333	0.0400333	235.604	198.636	80.7186	41.7256	41.7469	43.5706	1032.76	107.68	40.5781	1032.76	100.052	41.0917	216.897	0.41379	2.53604	0	2.53604	0	8.79952	-8.88426	0	0.246631	2.78994	2.47449	0.552716	2.17664	0	3.1883	0	3.1883	2.18056	2.24136	34104.1	4.56062	5471.7	0.999967	1.12874	1.00549	1.00549	1.06108	0.666341	0.137168	0.811723	1.11506	1.16289	1.00678	0.994317	531.949	114.432	0	nan
144.589	78467.8	62.7907	90.5744	5111.56	34116.6	104.6	82.5767	104.948	57.3132	5687.23	738.158	5.72116	6.92437	11.7137	0.959337	0.280915	588.12	2685.22	0.0367487	4.99882	14.1899	0.84156	37.055	33.029	157104	2029.61	0.865808	0.0400333	0.0400333	233.755	196.719	80.357	41.5523	41.7473	43.575	1033.86	107.818	41.0479	1033.86	100.18	41.5388	183.959	24.8249	2.53579	0	2.53579	0	8.84235	-4.51192	0	0.246606	2.7958	2.46259	0.556065	2.15934	0	3.15158	0	3.15158	2.18538	2.23384	34074.1	4.52731	5491.45	1.001	1.13007	1.00644	1.00644	1.06231	0.667093	0.137213	0.812349	1.11641	1.16413	1.0078	0.995291	540.405	116.262	0	nan
145.6	78467.8	62.7907	90.5718	5111.74	34116.4	104.157	82.3823	104.63	57.2384	5687.07	738.158	5.73782	6.93289	11.7137	0.959429	0.280295	588.12	2449.2	0.0367487	4.99882	11.9056	0.840414	37.0551	33.0292	175767	1905.91	0.950337	0.0400333	0.0400333	232.393	195.306	81.1805	41.4172	41.8632	43.5798	1033.39	106.483	41.8398	1033.39	98.808	42.231	168.271	36.2063	2.53555	0	2.53555	0	7.7725	-2.47256	0	0.246582	2.80148	2.45056	0.559361	2.14231	0	3.11784	0	3.11784	2.19	2.22639	34044.2	4.49443	5511.04	1.00099	1.13006	1.00643	1.00643	1.06229	0.667083	0.137212	0.81234	1.11639	1.16411	1.00779	0.995278	548.877	118.095	0	nan
