Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Brain-Vascular-Rocuronium-Concentration(ug/mL)	Fat-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Fat-Vascular-Rocuronium-Concentration(ug/mL)	LeftKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Rocuronium-Concentration(ug/mL)	RightKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Rocuronium-Concentration(ug/mL)	Liver-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Liver-Vascular-Rocuronium-Concentration(ug/mL)	Rocuronium-MassInBody(ug)	Rocuronium-PlasmaConcentration(ug/mL)	Rocuronium-RemainingSystemicMassCleared(ug)	Rocuronium-Kidneys-PartitionCoefficient	Rocuronium-Brain-PartitionCoefficient	Rocuronium-RightLung-PartitionCoefficient	Rocuronium-LeftLung-PartitionCoefficient	Rocuronium-Liver-PartitionCoefficient	Rocuronium-Bone-PartitionCoefficient	Rocuronium-Fat-PartitionCoefficient	Rocuronium-Skin-PartitionCoefficient	Rocuronium-Muscle-PartitionCoefficient	Rocuronium-Spleen-PartitionCoefficient	Rocuronium-Gut-PartitionCoefficient	Rocuronium-Myocardium-PartitionCoefficient	Rocuronium-Liver-MassCleared(ug)	Rocuronium-Liver-MassExcreted(ug)	Rocuronium-Kidneys-MassCleared(ug)	Rocuronium-Kidneys-MassExcreted(ug)	
254.8	78467.8	110.204	38.7132	4968.89	34258.7	102.032	110.458	120.521	94.7913	4266.35	737.903	3.80725	4.53554	0	0.346935	0.31591	0	2361.25	0.0367687	0	11.0537	0.771725	37.0881	32.9617	196705	1150.54	1.11955	0.0600924	0.0600924	172.792	133.348	20.3045	48.9942	18.7573	49.6668	1033.23	20.7692	49.8075	1033.23	20.6238	49.8089	174.097	37.9904	2.54105	0	2.54105	0	0.290628	-1.31853	0.896642	0	4.05599	2.7401	0.951119	2.28184	0	3.00683	0	3.00683	3.51071	2.68461	46693.8	4.81384	2316.07	1.11305	1.26119	1.11411	1.11411	1.18597	0.732506	0.140278	0.882463	1.25347	1.28644	1.11312	1.10469	17.6324	972.491	0	nan
255.811	78467.8	110.204	38.7141	4968.09	34259.5	108.361	110.504	120.578	94.8296	4266.46	737.903	3.8344	4.53681	0	0.344493	0.315894	0	2361.25	0.0367687	0	11.0537	0.771718	37.0884	32.9612	203710	1309.41	1.17036	0.0601675	0.0601675	172.795	133.349	20.2516	48.9211	18.6371	49.6881	1033.23	20.6656	49.7817	1033.23	20.5213	49.7796	174.097	37.9904	2.54103	0	2.54103	0	0.310716	0.308746	0.896395	0	4.05705	2.73584	0.952689	2.2754	0	2.99705	0	2.99705	3.51155	2.68121	46683.3	4.80102	2320.64	1.11388	1.26226	1.11488	1.11488	1.18696	0.733101	0.140307	0.882963	1.25455	1.28744	1.11394	1.10547	17.7468	978.296	0	nan
256.822	78467.8	110.204	38.7148	4967.29	34260.2	115.664	110.547	120.629	94.8643	4266.53	737.903	3.86216	4.53791	0	0.341888	0.315826	0	2361.25	0.0367687	0	11.0537	0.771705	37.0887	32.9608	206736	1546.36	1.03427	0.0601983	0.0601983	172.795	133.347	20.1324	48.8492	18.5835	49.797	1033.23	20.5558	49.9591	1033.23	20.412	49.9698	174.097	37.9904	2.54096	0	2.54096	0	0.298961	1.41979	0.896151	0	4.05807	2.73178	0.954228	2.2691	0	2.98809	0	2.98809	3.51236	2.67781	46672.9	4.78846	2325.19	1.11455	1.26312	1.1155	1.1155	1.18776	0.733583	0.140331	0.883369	1.25543	1.28824	1.1146	1.10611	17.8612	984.088	0	nan
257.833	78467.8	110.204	38.7148	4966.49	34261	119.713	110.582	120.672	94.8937	4266.53	737.903	3.83396	4.53876	0	0.339361	0.317691	0	2361.25	0.0367687	0	11.0537	0.771258	37.0889	32.9604	190384	1655.36	0.96484	0.0601988	0.0601988	172.512	133.051	20.0147	49.5094	18.447	49.8576	1033.23	20.4507	50.0091	1033.23	20.3075	50.0236	174.097	37.9904	2.54036	0	2.54036	0	0.301312	-0.486831	0.895906	0	4.05904	2.7275	0.955736	2.26293	0	2.98904	0	2.98904	3.51313	2.67441	46662.4	4.77585	2329.73	1.11206	1.25992	1.11319	1.11319	1.1848	0.731796	0.140243	0.881866	1.25218	1.28525	1.11215	1.10375	17.9757	989.865	0	nan
258.844	78467.8	110.204	38.7126	4965.68	34261.9	100.679	110.612	120.708	94.9196	4266.28	737.903	3.80408	4.53933	0	0.337658	0.324682	0	2361.25	0.0367687	0	11.0537	0.768955	37.0892	32.9599	181660	1087.21	0.928236	0.060203	0.060203	171.035	131.518	19.9455	51.8452	18.3848	49.8908	1033.23	20.3469	49.9867	1033.23	20.2053	49.9989	174.097	37.9904	2.53977	0	2.53977	0	0.266188	-2.65071	0.895651	0	4.06	2.72081	0.957247	2.25654	0	2.98047	0	2.98047	3.51387	2.67086	46652	4.76281	2334.26	1.10848	1.25533	1.1099	1.1099	1.18056	0.729237	0.140117	0.879713	1.24752	1.28097	1.10864	1.10038	18.0901	995.652	0	nan
259.856	78467.8	110.204	38.7103	4964.88	34262.7	99.0114	110.625	120.724	94.9319	4266.04	737.903	3.78232	4.53951	0	0.335028	0.316485	0	2361.25	0.0367687	0	11.0537	0.769709	37.0894	32.9595	190802	1086.16	1.08259	0.0602293	0.0602293	171.527	132.026	19.8741	49.0193	18.2427	49.8377	1033.23	20.2434	49.9628	1033.23	20.102	49.9715	174.097	37.9904	2.5393	0	2.5393	0	0.266018	-0.861634	0.895398	0	4.06096	2.71571	0.958798	2.25013	0	2.95879	0	2.95879	3.51457	2.66738	46641.5	4.74997	2338.78	1.11445	1.263	1.11541	1.11541	1.18764	0.733514	0.140327	0.88331	1.25531	1.28813	1.11451	1.10602	18.2046	1001.48	0	nan
260.867	78467.8	110.204	38.7035	4964.07	34263.5	104.88	110.651	120.752	94.9559	4265.28	737.903	3.80561	4.53972	0	0.332214	0.31647	0	2361.25	0.0367687	0	11.0537	0.769703	37.0897	32.9591	200730	1214.41	1.14756	0.0602706	0.0602706	171.531	132.028	19.7189	48.9966	18.1399	49.8572	1033.23	20.1395	49.9547	1033.23	19.9992	49.9604	174.097	37.9904	2.53922	0	2.53922	0	0.301731	-1.91273	0.895152	0	4.06187	2.71134	0.960325	2.24388	0	2.94812	0	2.94812	3.51522	2.66395	46631.1	4.73754	2343.28	1.11468	1.26329	1.11562	1.11562	1.18791	0.733678	0.140335	0.883448	1.2556	1.2884	1.11473	1.10623	18.3191	1007.29	0	nan
261.878	78467.8	110.204	38.6942	4963.27	34264.3	111.584	110.673	120.778	94.9782	4264.26	737.903	3.83604	4.53976	0	0.329365	0.316433	0	2361.25	0.0367687	0	11.0537	0.769708	37.0899	32.9587	204650	1403.64	1.17358	0.0603077	0.0603077	171.542	132.038	19.6323	48.9689	18.042	49.8784	1033.23	20.0348	50.0361	1033.23	19.8948	50.0448	174.097	37.9904	2.53921	0	2.53921	0	0.289993	14.8764	0.89491	0	4.06273	2.70726	0.961823	2.23778	0	2.93803	0	2.93803	3.51583	2.66055	46620.7	4.72535	2347.77	1.11491	1.26358	1.11583	1.11583	1.18818	0.733839	0.140343	0.883583	1.2559	1.28867	1.11495	1.10645	18.4336	1013.09	0	nan
262.889	78467.8	110.204	38.6836	4962.47	34265	119.529	110.693	120.799	94.9974	4263.09	737.903	3.83848	4.53965	0	0.326501	0.316062	0	2361.25	0.0367687	0	11.0537	0.76943	37.0902	32.9582	201083	1662.77	1.01043	0.0603286	0.0603286	171.372	131.859	19.5269	48.883	17.9467	50.0144	1033.23	19.9274	50.1583	1033.23	19.7881	50.1748	174.097	37.9904	2.53885	0	2.53885	0	0.30825	0.534495	0.894671	0	4.06354	2.70358	0.96329	2.23184	0	2.93206	0	2.93206	3.51639	2.6572	46610.3	4.71338	2352.25	1.11408	1.26252	1.11507	1.11507	1.1872	0.733247	0.140314	0.883086	1.25482	1.28768	1.11414	1.10567	18.5482	1018.87	0	nan
263.9	78467.8	110.204	38.6721	4961.67	34265.9	115.619	110.708	120.817	95.0132	4261.83	737.903	3.80896	4.53944	0	0.324146	0.319673	0	2361.25	0.0367687	0	11.0537	0.768572	37.0904	32.9578	183050	1500.83	0.934912	0.0603339	0.0603339	170.832	131.297	19.4536	50.1601	17.8285	50.0451	1033.23	19.8244	50.1804	1033.23	19.6857	50.1977	174.097	37.9904	2.53825	0	2.53825	0	0.299102	-1.71259	0.894427	0	4.06431	2.69888	0.964734	2.22591	0	2.93593	0	2.93593	3.51691	2.6538	46600	4.70116	2356.71	1.10988	1.25713	1.11119	1.11119	1.18222	0.730238	0.140166	0.880555	1.24934	1.28264	1.11001	1.1017	18.6628	1024.65	0	nan
264.911	78467.8	110.204	38.6661	4960.86	34266.7	96.149	110.714	120.824	95.0201	4261.17	737.903	3.77937	4.53929	0	0.322231	0.317051	0	2361.25	0.0367687	0	11.0537	0.76767	37.0907	32.9574	187350	1033.01	0.953103	0.0603354	0.0603354	170.267	130.709	19.3715	49.1629	17.7927	50.0761	1033.23	19.7224	50.1361	1033.23	19.5844	50.1481	174.097	37.9904	2.53765	0	2.53765	0	0.258516	-1.76187	0.894174	0	4.06509	2.69256	0.966209	2.21972	0	2.9106	0	2.9106	3.5174	2.65029	46589.6	4.68859	2361.17	1.11441	1.26295	1.11537	1.11537	1.18759	0.733485	0.140326	0.883286	1.25525	1.28808	1.11447	1.10598	18.7773	1030.45	0	nan
265.922	78467.8	110.204	38.6535	4960.05	34267.5	101.605	110.725	120.837	95.0326	4259.77	737.899	3.78059	4.53896	0	0.319419	0.317057	0	2361.25	0.0367687	0	11.0537	0.767675	37.0909	32.9569	195750	1138.05	1.11414	0.0603433	0.0603433	170.278	130.719	19.2648	49.1497	17.6709	50.0146	1033.23	19.6189	50.1358	1033.23	19.482	50.1452	174.097	37.9904	2.5374	0	2.5374	0	0.278737	-1.21155	0.89393	0	4.06583	2.68849	0.967691	2.2137	0	2.90043	0	2.90043	3.51784	2.64691	46579.2	4.67655	2365.61	1.11459	1.26317	1.11553	1.11553	1.1878	0.733611	0.140332	0.883392	1.25548	1.28829	1.11464	1.10615	18.892	1036.27	0	nan
266.933	78467.8	110.204	38.64	4959.25	34268.3	107.801	110.736	120.85	95.0444	4258.29	737.899	3.8071	4.5386	0	0.316564	0.317045	0	2361.25	0.0367687	0	11.0537	0.767672	37.0912	32.9565	203461	1289.28	1.16868	0.0603583	0.0603583	170.285	130.723	19.1225	49.1374	17.5877	50.0312	1033.23	19.5172	50.1156	1033.23	19.381	50.1199	174.097	37.9904	2.53735	0	2.53735	0	0.300305	-1.08794	0.89369	0	4.06654	2.68467	0.969146	2.20782	0	2.89075	0	2.89075	3.51824	2.64357	46568.9	4.66476	2370.04	1.1147	1.26332	1.11564	1.11564	1.18794	0.733692	0.140336	0.88346	1.25563	1.28843	1.11475	1.10625	19.0066	1042.07	0	nan
267.944	78467.8	110.204	38.6261	4958.45	34269.1	114.928	110.745	120.862	95.0557	4256.75	737.899	3.83774	4.53824	0	0.313706	0.317004	0	2361.25	0.0367687	0	11.0537	0.767671	37.0915	32.9561	206486	1514.78	1.07463	0.060375	0.060375	170.293	130.729	19.0222	49.1097	17.478	50.0944	1033.23	19.4104	50.2883	1033.23	19.2746	50.3034	174.097	37.9904	2.53733	0	2.53733	0	0.28856	1.30392	0.893455	0	4.06719	2.68115	0.970572	2.20209	0	2.88198	0	2.88198	3.5186	2.64027	46558.6	4.65321	2374.45	1.11492	1.26359	1.11584	1.11584	1.18819	0.733847	0.140344	0.883591	1.25591	1.28869	1.11497	1.10646	19.1212	1047.86	0	nan
268.956	78467.8	110.204	38.6122	4957.65	34269.8	120.437	110.755	120.874	95.0664	4255.22	737.899	3.81464	4.53791	0	0.310982	0.318682	0	2361.25	0.0367687	0	11.0537	0.767251	37.0917	32.9557	192790	1672.77	0.975596	0.0603863	0.0603863	170.036	130.46	18.9269	49.7204	17.3957	50.1911	1033.23	19.3076	50.3466	1033.23	19.1722	50.3649	174.097	37.9904	2.53675	0	2.53675	0	0.300396	-0.257434	0.893219	0	4.06781	2.67767	0.971968	2.19649	0	2.88231	0	2.88231	3.51891	2.63699	46548.3	4.6417	2378.85	1.11253	1.26052	1.11363	1.11363	1.18535	0.732132	0.140259	0.882148	1.25279	1.28582	1.11261	1.1042	19.2359	1053.63	0	nan
269.967	78467.8	110.204	38.604	4956.84	34270.7	105.096	110.767	120.887	95.0798	4254.32	737.899	3.78527	4.53758	0	0.309061	0.324474	0	2361.25	0.0367687	0	11.0537	0.764313	37.092	32.9552	181088	1174.72	0.926378	0.0603933	0.0603933	168.208	128.564	18.862	51.9124	17.3014	50.2208	1033.23	19.2069	50.3334	1033.23	19.072	50.3493	174.097	37.9904	2.53616	0	2.53616	0	0.26251	-2.58688	0.892974	0	4.0684	2.67216	0.973361	2.19073	0	2.8808	0	2.8808	3.5192	2.6336	46538	4.62981	2383.25	1.10324	1.2486	1.10506	1.10506	1.17434	0.725482	0.139933	0.876555	1.24068	1.27469	1.10348	1.09543	19.3505	1059.41	0	nan
270.978	78467.8	110.204	38.6008	4956.04	34271.5	98.5521	110.776	120.894	95.0883	4253.96	737.899	3.7584	4.53738	0	0.306599	0.317702	0	2361.25	0.0367687	0	11.0537	0.765626	37.0922	32.9548	189583	1075.91	1.0752	0.0604023	0.0604023	169.032	129.416	18.7845	49.3266	17.1835	50.1653	1033.23	19.1056	50.3023	1033.23	18.9712	50.3134	174.097	37.9904	2.53565	0	2.53565	0	0.258888	-0.781501	0.892729	0	4.06899	2.6674	0.974792	2.1849	0	2.85604	0	2.85604	3.51944	2.63023	46527.7	4.61799	2387.63	1.11439	1.26292	1.11535	1.11535	1.18757	0.733468	0.140325	0.883272	1.25522	1.28805	1.11445	1.10596	19.4652	1065.22	0	nan
271.989	78467.8	110.204	38.5929	4955.23	34272.3	104.317	110.792	120.909	95.1054	4253.1	737.899	3.7809	4.53692	0	0.30377	0.317717	0	2361.25	0.0367687	0	11.0537	0.765621	37.0925	32.9544	199944	1198.57	1.14212	0.0604158	0.0604158	169.037	129.419	18.6227	49.3156	17.118	50.1823	1033.23	19.0045	50.2969	1033.23	18.8704	50.3048	174.097	37.9904	2.53557	0	2.53557	0	0.275792	-1.80084	0.892492	0	4.06955	2.66374	0.976205	2.17925	0	2.84677	0	2.84677	3.51964	2.62695	46517.4	4.60657	2391.99	1.11457	1.26314	1.11551	1.11551	1.18778	0.733595	0.140331	0.883379	1.25545	1.28826	1.11462	1.10613	19.5799	1071.02	0	nan
273	78467.8	110.204	38.5842	4954.43	34273.1	110.892	110.808	120.924	95.1222	4252.14	737.899	3.8105	4.53641	0	0.300944	0.317712	0	2361.25	0.0367687	0	11.0537	0.765627	37.0927	32.9539	204679	1378.46	1.17779	0.0604334	0.0604334	169.049	129.429	18.4928	49.2965	16.9883	50.1993	1033.23	18.9036	50.3214	1033.23	18.7702	50.3271	174.097	37.9904	2.53558	0	2.53558	0	0.29437	11.3075	0.892258	0	4.07007	2.66034	0.977592	2.17373	0	2.83808	0	2.83808	3.5198	2.6237	46507.1	4.59538	2396.35	1.11478	1.26342	1.11571	1.11571	1.18803	0.733748	0.140339	0.883507	1.25573	1.28852	1.11483	1.10633	19.6945	1076.81	0	nan
274.011	78467.8	110.204	38.5749	4953.63	34273.8	118.594	110.824	120.937	95.1385	4251.12	737.899	3.82056	4.53586	0	0.298117	0.317641	0	2361.25	0.0367687	0	11.0537	0.765469	37.093	32.9535	203064	1635.86	1.01933	0.0604532	0.0604532	168.96	129.334	18.3952	49.2351	16.8644	50.3342	1033.23	18.7986	50.4864	1033.23	18.6656	50.5035	174.097	37.9904	2.53531	0	2.53531	0	0.298409	0.837748	0.892028	0	4.07054	2.65724	0.978951	2.16836	0	2.83192	0	2.83192	3.51993	2.62048	46496.9	4.5844	2400.69	1.11553	1.26438	1.11641	1.11641	1.18892	0.734287	0.140365	0.88396	1.25671	1.28942	1.11557	1.10704	19.8092	1082.58	0	nan
275.022	78467.8	110.204	38.5653	4952.83	34274.6	117.255	110.838	120.95	95.1542	4250.05	737.899	3.79129	4.53524	0	0.295667	0.320472	0	2361.25	0.0367687	0	11.0537	0.764775	37.0932	32.9531	184823	1556.66	0.942582	0.0604702	0.0604702	168.537	128.893	18.319	50.3001	16.8376	50.3633	1033.23	18.698	50.5146	1033.23	18.5656	50.5327	174.097	37.9904	2.53473	0	2.53473	0	0.282985	-1.27202	0.891793	0	4.07099	2.65338	0.980286	2.16302	0	2.83644	0	2.83644	3.52002	2.61725	46486.7	4.57323	2405.03	1.11075	1.25824	1.11199	1.11199	1.18325	0.73086	0.140197	0.881079	1.25047	1.28369	1.11086	1.10252	19.9239	1088.34	0	nan
276.033	78467.8	110.204	38.5604	4952.02	34275.5	95.7255	110.845	120.956	95.1617	4249.51	737.899	3.76725	4.53493	0	0.293908	0.318376	0	2361.25	0.0367687	0	11.0537	0.763553	37.0935	32.9526	185930	1024.8	0.947556	0.0604918	0.0604918	167.79	128.117	18.2205	49.4948	16.6985	50.3927	1033.23	18.5984	50.4782	1033.23	18.4671	50.4917	174.097	37.9904	2.53421	0	2.53421	0	0.247752	-2.50422	0.891549	0	4.07143	2.6475	0.981644	2.15744	0	2.81448	0	2.81448	3.52008	2.61389	46476.5	4.56171	2409.35	1.11439	1.26291	1.11535	1.11535	1.18756	0.733464	0.140325	0.883269	1.25522	1.28804	1.11444	1.10595	20.0386	1094.13	0	nan
277.044	78467.8	112.5	38.4102	4951.21	34276.3	100.106	111.492	121.319	95.9594	4321.15	737.899	3.7566	4.5287	0	0.291125	0.318436	0	2361.25	0.0367687	0	11.0537	0.763511	37.0937	32.9522	192578	1100.11	1.0949	0.0608045	0.0608045	167.773	128.097	18.1356	49.4991	16.6016	50.334	1033.23	18.4987	50.4749	1033.23	18.3673	50.4857	174.097	37.9904	2.53387	0	2.53387	0	0.249183	-0.930951	0.891309	0	4.07186	2.64375	0.983031	2.15193	0	2.80557	0	2.80557	3.5201	2.61061	46466.2	4.55041	2413.66	1.11451	1.26307	1.11546	1.11546	1.18771	0.733555	0.140329	0.883345	1.25538	1.2882	1.11456	1.10607	20.1533	1099.95	0	nan
278.056	78467.8	110.204	38.0332	4950.41	34277.1	104.906	111.087	121.22	95.3541	4191.42	737.899	3.77978	4.50471	0	0.288366	0.318487	0	2361.25	0.0367687	0	11.0537	0.763436	37.094	32.9518	199575	1210.11	1.14236	0.0608994	0.0608994	167.736	128.055	18.0539	49.5003	16.5432	50.3515	1033.23	18.3994	50.4695	1033.23	18.2691	50.477	174.097	37.9904	2.53381	0	2.53381	0	0.276622	-1.89563	0.891075	0	4.07225	2.64027	0.98439	2.14657	0	2.79712	0	2.79712	3.52009	2.60738	46456	4.53941	2417.96	1.11465	1.26325	1.11559	1.11559	1.18787	0.733653	0.140334	0.883428	1.25556	1.28836	1.1147	1.1062	20.268	1105.77	0	nan
279.067	78467.8	110.204	38.2096	4949.62	34277.8	111.414	110.55	120.592	94.9768	4210.86	737.899	3.80971	4.51345	0	0.285589	0.318461	0	2361.25	0.0367687	0	11.0537	0.763422	37.0942	32.9514	203634	1397.8	1.16904	0.0606305	0.0606305	167.735	128.053	17.9412	49.4741	16.3988	50.3697	1033.23	18.2991	50.5399	1033.23	18.1693	50.5491	174.097	37.9904	2.53382	0	2.53382	0	0.291471	16.2591	0.890847	0	4.07259	2.63715	0.98571	2.1414	0	2.78886	0	2.78886	3.52003	2.60421	46445.8	4.52878	2422.24	1.11489	1.26355	1.11581	1.11581	1.18815	0.733823	0.140342	0.883571	1.25587	1.28865	1.11493	1.10643	20.3827	1111.54	0	nan
280.078	78467.8	110.204	38.3255	4948.83	34278.6	119.312	110.578	120.624	94.9931	4223.63	737.899	3.81222	4.51784	0	0.282803	0.318043	0	2361.25	0.0367687	0	11.0537	0.763135	37.0945	32.9509	200881	1658.15	1.0101	0.0603771	0.0603771	167.568	127.877	17.8255	49.3653	16.3254	50.5047	1033.23	18.1966	50.6622	1033.23	18.0672	50.6795	174.097	37.9904	2.53349	0	2.53349	0	0.300837	0.577594	0.890622	0	4.07291	2.63428	0.987003	2.13638	0	2.78408	0	2.78408	3.51994	2.60108	46435.7	4.51834	2426.52	1.1142	1.26267	1.11518	1.11518	1.18734	0.733333	0.140318	0.883159	1.25498	1.28783	1.11426	1.10578	20.4974	1117.29	0	nan
281.089	78467.8	112.5	38.2381	4948.02	34279.4	118.586	111.288	121.066	95.8267	4301.79	737.899	3.79284	4.51506	0	0.280339	0.32085	0	2361.25	0.0367687	0	11.0537	0.762619	37.0948	32.9505	188175	1599.6	0.958749	0.0603316	0.0603316	167.261	127.557	17.717	50.3375	16.2738	50.5336	1033.23	18.0975	50.688	1033.23	17.9685	50.7061	174.097	37.9904	2.53301	0	2.53301	0	0.287394	-1.01338	0.89039	0	4.0732	2.63046	0.988295	2.13128	0	2.78553	0	2.78553	3.51982	2.5979	46425.6	4.50758	2430.78	1.11153	1.25924	1.11271	1.11271	1.18417	0.731417	0.140224	0.881547	1.25149	1.28462	1.11163	1.10326	20.6121	1123.05	0	nan
282.1	78467.8	112.5	37.9116	4947.21	34280.2	101.02	111.263	121.036	95.8039	4265.05	737.899	3.77339	4.49992	0	0.278533	0.325757	0	2361.25	0.0367687	0	11.0537	0.760555	37.095	32.9501	183671	1091.71	0.939513	0.0603326	0.0603326	166.018	126.266	17.6447	52.3595	16.1789	50.5627	1033.23	17.9998	50.6723	1033.23	17.8712	50.6876	174.097	37.9904	2.53255	0	2.53255	0	0.258985	-2.65949	0.89015	0	4.07349	2.62497	0.989597	2.12601	0	2.77543	0	2.77543	3.51968	2.5946	46415.4	4.49655	2435.04	1.1099	1.25714	1.1112	1.1112	1.18223	0.730247	0.140167	0.880563	1.24936	1.28266	1.11002	1.10171	20.7268	1128.84	0	nan
283.111	78467.8	112.5	37.8288	4946.41	34281	98.5834	111.171	120.928	95.7432	4255.74	737.899	3.7536	4.49455	0	0.275964	0.319216	0	2361.25	0.0367687	0	11.0537	0.761129	37.0953	32.9496	189241	1075.05	1.07522	0.0605885	0.0605885	166.373	126.632	17.5853	49.6893	16.0817	50.5492	1033.23	17.9016	50.6523	1033.23	17.7742	50.6637	174.097	37.9904	2.5321	0	2.5321	0	0.238802	-0.774469	0.889915	0	4.07375	2.62099	0.990916	2.12081	0	2.7577	0	2.7577	3.5195	2.59139	46405.2	4.48573	2439.28	1.11456	1.26314	1.11551	1.11551	1.18777	0.733592	0.140331	0.883376	1.25545	1.28826	1.11462	1.10612	20.8415	1134.64	0	nan
284.122	78467.8	112.5	37.7056	4945.61	34281.8	102.884	111.026	120.744	95.6588	4241.88	737.899	3.77052	4.48584	0	0.273254	0.319264	0	2361.25	0.0367687	0	11.0537	0.761038	37.0955	32.9492	196686	1161.04	1.12362	0.0610039	0.0610039	166.327	126.581	17.4743	49.6904	15.9673	50.5252	1033.23	17.8034	50.6559	1033.23	17.6764	50.6651	174.097	37.9904	2.53202	0	2.53202	0	0.258845	-1.40508	0.889684	0	4.07398	2.61759	0.992216	2.11575	0	2.74943	0	2.74943	3.51928	2.58822	46395.1	4.47522	2443.51	1.11469	1.2633	1.11563	1.11563	1.18792	0.733684	0.140336	0.883454	1.25562	1.28841	1.11474	1.10624	20.9562	1140.43	0	nan
285.133	78467.8	112.5	37.6158	4944.82	34282.6	107.636	110.926	120.62	95.5949	4231.78	737.899	3.7938	4.47934	0	0.270552	0.319292	0	2361.25	0.0367687	0	11.0537	0.760946	37.0958	32.9488	201915	1277.23	1.16242	0.0611452	0.0611452	166.28	126.53	17.3579	49.6847	15.8273	50.5433	1033.23	17.7063	50.641	1033.23	17.5801	50.6457	174.097	37.9904	2.53198	0	2.53198	0	0.289424	-1.16926	0.889457	0	4.07418	2.61434	0.993496	2.11079	0	2.74132	0	2.74132	3.51903	2.58509	46385	4.46488	2447.74	1.11485	1.2635	1.11577	1.11577	1.18811	0.733794	0.140341	0.883546	1.25582	1.2886	1.11489	1.10639	21.0709	1146.21	0	nan
286.144	78467.8	112.5	37.5588	4944.03	34283.4	112.921	110.845	120.526	95.5319	4225.36	737.899	3.82047	4.47461	0	0.267855	0.319294	0	2361.25	0.0367687	0	11.0537	0.760855	37.096	32.9484	204048	1442.43	1.15177	0.0607508	0.0607508	166.234	126.48	17.2304	49.6691	15.8041	50.5728	1033.23	17.6055	50.7996	1033.23	17.4789	50.8142	174.097	37.9904	2.53197	0	2.53197	0	0.263477	1.10477	0.889233	0	4.07436	2.61123	0.994754	2.10594	0	2.73364	0	2.73364	3.51874	2.58198	46374.9	4.45472	2451.95	1.11504	1.26375	1.11595	1.11595	1.18834	0.733933	0.140348	0.883663	1.25607	1.28883	1.11508	1.10657	21.1856	1151.97	0	nan
287.156	78467.8	112.5	37.5301	4943.24	34284.2	119.044	110.77	120.444	95.4685	4222.14	737.899	3.81855	4.47116	0	0.265149	0.318927	0	2361.25	0.0367687	0	11.0537	0.760447	37.0963	32.9479	201434	1652.74	1.01452	0.0601176	0.0601176	165.996	126.231	17.1422	49.5768	15.7067	50.7023	1033.23	17.5071	50.8595	1033.23	17.3812	50.877	174.097	37.9904	2.53161	0	2.53161	0	0.287396	0.568098	0.889011	0	4.0745	2.60831	0.995991	2.10119	0	2.72924	0	2.72924	3.51842	2.57891	46364.8	4.44469	2456.15	1.11434	1.26285	1.1153	1.1153	1.18751	0.733432	0.140323	0.883241	1.25516	1.28799	1.1144	1.10591	21.3003	1157.71	0	nan
